t    R    T
0.000000e+00 1.000000e+00 1.359748e-46
1.000000e-04 1.000000e+00 2.318026e-27
2.000000e-04 1.000000e+00 9.245966e-27
3.000000e-04 1.000000e+00 1.925012e-26
4.000000e-04 1.000000e+00 3.316416e-26
5.000000e-04 1.000000e+00 5.088567e-26
6.000000e-04 1.000000e+00 7.255853e-26
7.000000e-04 1.000000e+00 9.810206e-26
8.000000e-04 1.000000e+00 1.284252e-25
9.000000e-04 1.000000e+00 1.617216e-25
1.000000e-03 1.000000e+00 1.981121e-25
1.100000e-03 1.000000e+00 2.391297e-25
1.200000e-03 1.000000e+00 2.853833e-25
1.300000e-03 1.000000e+00 3.399423e-25
1.400000e-03 1.000000e+00 4.860847e-25
1.500000e-03 1.000000e+00 2.412524e-24
1.600000e-03 1.000000e+00 3.744723e-23
1.700000e-03 1.000000e+00 6.355020e-22
1.800000e-03 1.000000e+00 9.998303e-21
1.900000e-03 1.000000e+00 1.442421e-19
2.000000e-03 1.000000e+00 1.906212e-18
2.100000e-03 1.000000e+00 2.306735e-17
2.200000e-03 1.000000e+00 2.555328e-16
2.300000e-03 1.000000e+00 2.590824e-15
2.400000e-03 1.000000e+00 2.404020e-14
2.500000e-03 1.000000e+00 2.041550e-13
2.600000e-03 1.000000e+00 1.586950e-12
2.700000e-03 1.000000e+00 1.129414e-11
2.800000e-03 1.000000e+00 7.361727e-11
2.900000e-03 1.000000e+00 4.396812e-10
3.000000e-03 1.000000e+00 2.407498e-09
3.100000e-03 9.999998e-01 1.209330e-08
3.200000e-03 9.999991e-01 5.576971e-08
3.300000e-03 9.999964e-01 2.363153e-07
3.400000e-03 9.999873e-01 9.209421e-07
3.500000e-03 9.999590e-01 3.304217e-06
3.600000e-03 9.998775e-01 1.092676e-05
3.700000e-03 9.996628e-01 3.334529e-05
3.800000e-03 9.991424e-01 9.403211e-05
3.900000e-03 9.979833e-01 2.453810e-04
4.000000e-03 9.956090e-01 5.934760e-04
4.100000e-03 9.911342e-01 1.332573e-03
4.200000e-03 9.833751e-01 2.782863e-03
4.300000e-03 9.709975e-01 5.415772e-03
4.400000e-03 9.528416e-01 9.842986e-03
4.500000e-03 9.283791e-01 1.674592e-02
4.600000e-03 8.981618e-01 2.673780e-02
4.700000e-03 8.640531e-01 4.018019e-02
4.800000e-03 8.290682e-01 5.700820e-02
4.900000e-03 7.967855e-01 7.663411e-02
5.000000e-03 7.704936e-01 9.798344e-02
5.100000e-03 7.523752e-01 1.196713e-01
5.200000e-03 7.430337e-01 1.402706e-01
5.300000e-03 7.415162e-01 1.585862e-01
5.400000e-03 7.457777e-01 1.738500e-01
5.500000e-03 7.533599e-01 1.857879e-01
5.600000e-03 7.620225e-01 1.945615e-01
5.700000e-03 7.701409e-01 2.006291e-01
5.800000e-03 7.768199e-01 2.045831e-01
5.900000e-03 7.817870e-01 2.070149e-01
6.000000e-03 7.851797e-01 2.084285e-01
6.100000e-03 7.873293e-01 2.092065e-01
6.200000e-03 7.886015e-01 2.096128e-01
6.300000e-03 7.893085e-01 2.098143e-01
6.400000e-03 7.896792e-01 2.099095e-01
6.500000e-03 7.898631e-01 2.099523e-01
6.600000e-03 7.899500e-01 2.099707e-01
6.700000e-03 7.899892e-01 2.099780e-01
6.800000e-03 7.900062e-01 2.099806e-01
6.900000e-03 7.900136e-01 2.099813e-01
7.000000e-03 7.900168e-01 2.099813e-01
7.100000e-03 7.900183e-01 2.099809e-01
7.200000e-03 7.900191e-01 2.099805e-01
7.300000e-03 7.900196e-01 2.099802e-01
7.400000e-03 7.900199e-01 2.099800e-01
7.500000e-03 7.900201e-01 2.099798e-01
7.600000e-03 7.900201e-01 2.099799e-01
7.700000e-03 7.900199e-01 2.099800e-01
7.800000e-03 7.900196e-01 2.099803e-01
7.900000e-03 7.900192e-01 2.099807e-01
8.000000e-03 7.900188e-01 2.099812e-01
8.100000e-03 7.900183e-01 2.099817e-01
8.200000e-03 7.900179e-01 2.099821e-01
8.300000e-03 7.900175e-01 2.099825e-01
8.400000e-03 7.900172e-01 2.099827e-01
8.500000e-03 7.900171e-01 2.099829e-01
8.600000e-03 7.900171e-01 2.099829e-01
8.700000e-03 7.900172e-01 2.099827e-01
8.800000e-03 7.900175e-01 2.099824e-01
8.900000e-03 7.900179e-01 2.099820e-01
9.000000e-03 7.900183e-01 2.099816e-01
9.100000e-03 7.900188e-01 2.099811e-01
9.200000e-03 7.900192e-01 2.099806e-01
9.300000e-03 7.900196e-01 2.099803e-01
9.400000e-03 7.900199e-01 2.099800e-01
9.500000e-03 7.900201e-01 2.099799e-01
9.600000e-03 7.900201e-01 2.099799e-01
9.700000e-03 7.900199e-01 2.099800e-01
9.800000e-03 7.900197e-01 2.099803e-01
9.900000e-03 7.900193e-01 2.099807e-01
1.000000e-02 7.900189e-01 2.099811e-01
1.010000e-02 7.900184e-01 2.099816e-01
1.020000e-02 7.900180e-01 2.099820e-01
1.030000e-02 7.900176e-01 2.099824e-01
1.040000e-02 7.900173e-01 2.099827e-01
1.050000e-02 7.900171e-01 2.099829e-01
1.060000e-02 7.900171e-01 2.099829e-01
1.070000e-02 7.900172e-01 2.099827e-01
1.080000e-02 7.900174e-01 2.099825e-01
1.090000e-02 7.900178e-01 2.099821e-01
1.100000e-02 7.900182e-01 2.099816e-01
1.110000e-02 7.900187e-01 2.099812e-01
1.120000e-02 7.900191e-01 2.099807e-01
1.130000e-02 7.900195e-01 2.099803e-01
1.140000e-02 7.900198e-01 2.099800e-01
1.150000e-02 7.900200e-01 2.099799e-01
1.160000e-02 7.900201e-01 2.099798e-01
1.170000e-02 7.900200e-01 2.099800e-01
1.180000e-02 7.900197e-01 2.099802e-01
1.190000e-02 7.900194e-01 2.099806e-01
1.200000e-02 7.900190e-01 2.099810e-01
