t    R    T
2.500000e-08 1.000000e+00 1.360852e-46
2.497500e-05 1.000000e+00 3.364446e-46
4.992500e-05 1.000000e+00 9.121393e-46
7.487500e-05 1.000000e+00 1.636099e-45
9.982500e-05 1.000000e+00 2.215213e-45
1.247750e-04 1.000000e+00 1.920564e-43
1.497250e-04 1.000000e+00 3.046455e-39
1.746750e-04 1.000000e+00 6.034824e-36
1.996250e-04 1.000000e+00 2.568791e-33
2.245750e-04 1.000000e+00 2.375490e-31
2.495250e-04 1.000000e+00 4.148207e-30
2.744750e-04 1.000000e+00 2.211156e-29
2.994250e-04 1.000000e+00 5.072768e-29
3.243750e-04 1.000000e+00 7.397685e-29
3.493250e-04 1.000000e+00 9.906238e-29
3.742750e-04 1.000000e+00 1.163002e-28
3.992250e-04 1.000000e+00 1.280661e-28
4.241750e-04 1.000000e+00 1.367901e-28
4.491250e-04 1.000000e+00 1.481913e-28
4.740750e-04 1.000000e+00 1.682568e-28
4.990250e-04 1.000000e+00 2.029842e-28
5.239750e-04 1.000000e+00 2.412183e-28
5.489250e-04 1.000000e+00 2.739915e-28
5.738750e-04 1.000000e+00 2.944383e-28
5.988250e-04 1.000000e+00 3.027818e-28
6.237750e-04 1.000000e+00 3.090624e-28
6.487250e-04 1.000000e+00 3.140385e-28
6.736750e-04 1.000000e+00 3.227964e-28
6.986250e-04 1.000000e+00 3.360946e-28
7.235750e-04 1.000000e+00 3.612768e-28
7.485250e-04 1.000000e+00 3.950643e-28
7.734750e-04 1.000000e+00 4.261037e-28
7.984250e-04 1.000000e+00 4.541552e-28
8.233750e-04 1.000000e+00 4.777223e-28
8.483250e-04 1.000000e+00 4.936924e-28
8.732750e-04 1.000000e+00 5.045353e-28
8.982250e-04 1.000000e+00 5.092782e-28
9.231750e-04 1.000000e+00 5.120345e-28
9.481250e-04 1.000000e+00 5.139875e-28
9.730750e-04 1.000000e+00 5.163047e-28
9.980250e-04 1.000000e+00 5.184748e-28
1.022975e-03 1.000000e+00 5.216892e-28
1.047925e-03 1.000000e+00 5.246861e-28
1.072875e-03 1.000000e+00 5.273216e-28
1.097825e-03 1.000000e+00 5.302572e-28
1.122775e-03 1.000000e+00 5.333731e-28
1.147725e-03 1.000000e+00 5.367829e-28
1.172675e-03 1.000000e+00 5.403450e-28
1.197625e-03 1.000000e+00 5.459198e-28
1.222575e-03 1.000000e+00 5.526466e-28
1.247525e-03 1.000000e+00 5.628711e-28
1.272475e-03 1.000000e+00 5.745813e-28
1.297425e-03 1.000000e+00 5.887359e-28
1.322375e-03 1.000000e+00 6.054035e-28
