# x psi_r psi_i psi2 
-8.000000e+00  4.268944e-03  2.818504e-03 2.616785e-05
-7.999674e+00 -1.161372e-03 -1.910212e-03 4.997697e-06
-7.999349e+00 -2.301196e-03  4.175788e-04 5.469874e-06
-7.999023e+00  5.059776e-03  1.202699e-03 2.704782e-05
-7.998698e+00 -6.270750e-03 -2.454905e-03 4.534887e-05
-7.998372e+00  5.563857e-03  2.955969e-03 3.969425e-05
-7.998047e+00 -3.155403e-03 -2.552649e-03 1.647259e-05
-7.997721e+00 -2.179277e-04  1.368405e-03 1.920023e-06
-7.997396e+00  3.524405e-03  2.344018e-04 1.247637e-05
-7.997070e+00 -5.752808e-03 -1.765378e-03 3.621136e-05
-7.996745e+00  6.221685e-03  2.756144e-03 4.630569e-05
-7.996419e+00 -4.787746e-03 -2.903626e-03 3.135355e-05
-7.996094e+00  1.889649e-03  2.162764e-03 8.248321e-06
-7.995768e+00  1.586187e-03 -7.602825e-04 3.094018e-06
-7.995443e+00 -4.576706e-03 -8.746964e-04 2.171133e-05
-7.995117e+00  6.167342e-03  2.241952e-03 4.306246e-05
-7.994792e+00 -5.871714e-03 -2.923207e-03 4.302217e-05
-7.994466e+00  3.780348e-03  2.710089e-03 2.163561e-05
-7.994141e+00 -5.329587e-04 -1.667864e-03 3.065816e-06
-7.993815e+00 -2.877229e-03  1.154508e-04 8.291778e-06
-7.993489e+00  5.407263e-03  1.472170e-03 3.140578e-05
-7.993164e+00 -6.283431e-03 -2.609281e-03 4.628986e-05
-7.992838e+00  5.237875e-03  2.948027e-03 3.612619e-05
-7.992513e+00 -2.590474e-03 -2.384832e-03 1.239798e-05
-7.992187e+00 -8.490156e-04  1.092064e-03 1.913432e-06
-7.991862e+00  4.028640e-03  5.347140e-04 1.651586e-05
-7.991536e+00 -5.975986e-03 -1.997784e-03 3.970355e-05
-7.991211e+00  6.095569e-03  2.849547e-03 4.527588e-05
-7.990885e+00 -4.350926e-03 -2.829460e-03 2.693640e-05
-7.990560e+00  1.275739e-03  1.943731e-03 5.405602e-06
-7.990234e+00  2.189422e-03 -4.634039e-04 5.008314e-06
-7.989909e+00 -4.984779e-03 -1.158589e-03 2.619035e-05
-7.989583e+00  6.255463e-03  2.426006e-03 4.501632e-05
-7.989258e+00 -5.612952e-03 -2.951121e-03 4.021434e-05
-7.988932e+00  3.253861e-03  2.573333e-03 1.720966e-05
-7.988607e+00  1.002189e-04 -1.408290e-03 1.993323e-06
-7.988281e+00 -3.423445e-03 -1.875204e-04 1.175514e-05
-7.987955e+00  5.699472e-03  1.725844e-03 3.546252e-05
-7.987630e+00 -6.232281e-03 -2.736053e-03 4.632732e-05
-7.987304e+00  4.859030e-03  2.909122e-03 3.207317e-05
-7.986979e+00 -1.999818e-03 -2.192164e-03 8.804854e-06
-7.986653e+00 -1.470828e-03  8.045886e-04 2.810697e-06
-7.986328e+00  4.491437e-03  8.290412e-04 2.086031e-05
-7.986002e+00 -6.138238e-03 -2.208916e-03 4.255728e-05
-7.985677e+00  5.907673e-03  2.912897e-03 4.338557e-05
-7.985351e+00 -3.870369e-03 -2.725656e-03 2.240896e-05
-7.985026e+00  6.495081e-04  1.704544e-03 3.327332e-06
-7.984700e+00  2.769797e-03 -1.620188e-04 7.698023e-06
-7.984375e+00 -5.341802e-03 -1.429963e-03 3.057964e-05
-7.984049e+00  6.279959e-03  2.584347e-03 4.611673e-05
-7.983724e+00 -5.297449e-03 -2.947994e-03 3.675363e-05
-7.983398e+00  2.694872e-03  2.409707e-03 1.306903e-05
-7.983073e+00  7.317224e-04 -1.134235e-03 1.821907e-06
-7.982747e+00 -3.934324e-03 -4.881520e-04 1.571720e-05
-7.982422e+00  5.933490e-03  1.961077e-03 3.905213e-05
-7.982096e+00 -6.117886e-03 -2.833924e-03 4.545966e-05
-7.981770e+00  4.431228e-03  2.839699e-03 2.769968e-05
-7.981445e+00 -1.389464e-03 -1.976698e-03 5.837945e-06
-7.981119e+00 -2.077056e-03  5.090091e-04 4.573252e-06
-7.980794e+00  4.908135e-03  1.114300e-03 2.533146e-05
-7.980468e+00 -6.237979e-03 -2.396583e-03 4.465600e-05
-7.980143e+00  5.659971e-03  2.945564e-03 4.071162e-05
-7.979817e+00 -3.351001e-03 -2.593341e-03 1.795463e-05
-7.979492e+00  1.733066e-05  1.447738e-03 2.096247e-06
-7.979166e+00  3.321436e-03  1.407023e-04 1.105174e-05
-7.978841e+00 -5.644199e-03 -1.685982e-03 3.469952e-05
-7.978515e+00  6.240647e-03  2.715342e-03 4.631875e-05
-7.978190e+00 -4.928471e-03 -2.913897e-03 3.278062e-05
-7.977864e+00  2.109094e-03  2.220961e-03 9.380947e-06
-7.977539e+00  1.355137e-03 -8.485957e-04 2.556512e-06
-7.977213e+00 -4.404713e-03 -7.832899e-04 2.001504e-05
-7.976888e+00  6.107003e-03  2.175419e-03 4.202793e-05
-7.976562e+00 -5.941474e-03 -2.901900e-03 4.372214e-05
-7.976236e+00  3.958866e-03  2.740524e-03 2.318309e-05
-7.975911e+00 -7.656336e-04 -1.740724e-03 3.616314e-06
-7.975585e+00 -2.661558e-03  2.084394e-04 7.127338e-06
-7.975260e+00  5.274551e-03  1.387505e-03 2.974606e-05
-7.974934e+00 -6.274261e-03 -2.558841e-03 4.591402e-05
-7.974609e+00  5.355043e-03  2.947243e-03 3.736272e-05
-7.974283e+00 -2.798141e-03 -2.433938e-03 1.375364e-05
-7.973958e+00 -6.143640e-04  1.176032e-03 1.760494e-06
-7.973632e+00  3.838768e-03  4.415788e-04 1.493113e-05
-7.973307e+00 -5.888957e-03 -1.923977e-03 3.838151e-05
-7.972981e+00  6.137993e-03  2.817647e-03 4.561410e-05
-7.972656e+00 -4.509823e-03 -2.849224e-03 2.845657e-05
-7.972330e+00  1.502506e-03  2.009107e-03 6.294036e-06
-7.972005e+00  1.964139e-03 -5.543850e-04 4.165184e-06
-7.971679e+00 -4.829876e-03 -1.069841e-03 2.447226e-05
-7.971354e+00  6.218309e-03  2.366644e-03 4.426837e-05
-7.971028e+00 -5.704902e-03 -2.939303e-03 4.118542e-05
-7.970703e+00  3.446789e-03  2.612672e-03 1.870641e-05
-7.970377e+00 -1.346785e-04 -1.486744e-03 2.228545e-06
-7.970051e+00 -3.218418e-03 -9.395790e-05 1.036704e-05
-7.969726e+00  5.587014e-03  1.645801e-03 3.392339e-05
-7.969400e+00 -6.246781e-03 -2.694017e-03 4.628000e-05
-7.969075e+00  4.996045e-03  2.917951e-03 3.347491e-05
-7.968749e+00 -2.217439e-03 -2.249151e-03 9.975719e-06
-7.968424e+00 -1.239159e-03  8.922949e-04 2.331704e-06
-7.968098e+00  4.316570e-03  7.374532e-04 1.917661e-05
-7.967773e+00 -6.073649e-03 -2.141468e-03 4.147510e-05
-7.967447e+00  5.973108e-03  2.890223e-03 4.403141e-05
-7.967122e+00 -4.045809e-03 -2.754689e-03 2.395688e-05
-7.966796e+00  8.812934e-04  1.776396e-03 3.932262e-06
-7.966471e+00  2.552554e-03 -2.547027e-04 6.580407e-06
-7.966145e+00 -5.205539e-03 -1.344806e-03 2.890614e-05
-7.965820e+00  6.266344e-03  2.532771e-03 4.568199e-05
-7.965494e+00 -5.410638e-03 -2.945775e-03 3.795260e-05
-7.965169e+00  2.900243e-03  2.457520e-03 1.445081e-05
-7.964843e+00  4.969832e-04 -1.217446e-03 1.729167e-06
-7.964518e+00 -3.742007e-03 -3.950050e-04 1.415864e-05
-7.964192e+00  5.842407e-03  1.886493e-03 3.769257e-05
-7.963866e+00 -6.155886e-03 -2.800722e-03 4.573898e-05
-7.963541e+00  4.586683e-03  2.858033e-03 2.920601e-05
-7.963215e+00 -1.614826e-03 -2.040953e-03 6.773151e-06
-7.962890e+00 -1.850712e-03  5.995221e-04 3.784563e-06
-7.962564e+00  4.750031e-03  1.025224e-03 2.361388e-05
-7.962239e+00 -6.196462e-03 -2.336197e-03 4.385396e-05
-7.961913e+00  5.747732e-03  2.932341e-03 4.163504e-05
-7.961588e+00 -3.541193e-03 -2.631322e-03 1.946390e-05
-7.961262e+00  2.517823e-04  1.525298e-03 2.389928e-06
-7.960937e+00  3.114428e-03  4.729745e-05 9.701897e-06
-7.960611e+00 -5.527940e-03 -1.605311e-03 3.313514e-05
-7.960286e+00  6.250686e-03  2.672085e-03 4.621111e-05
-7.959960e+00 -5.061732e-03 -2.921286e-03 3.415504e-05
-7.959635e+00  2.324815e-03  2.276730e-03 1.058826e-05
-7.959309e+00  1.122934e-03 -9.356773e-04 2.136472e-06
-7.958984e+00 -4.227040e-03 -6.915416e-04 1.834610e-05
-7.958658e+00  6.038194e-03  2.107075e-03 4.089955e-05
-7.958332e+00 -6.002567e-03 -2.877869e-03 4.431294e-05
-7.958007e+00  4.131169e-03  2.768153e-03 2.472923e-05
-7.957681e+00 -9.964464e-04 -1.811556e-03 4.274639e-06
-7.957356e+00 -2.442827e-03  3.007986e-04 6.057881e-06
-7.957030e+00  5.134794e-03  1.301878e-03 2.806099e-05
-7.956705e+00 -6.256213e-03 -2.506144e-03 4.542097e-05
-7.956379e+00  5.464218e-03  2.943595e-03 3.852243e-05
-7.956054e+00 -3.001143e-03 -2.480451e-03 1.515950e-05
-7.955728e+00 -3.796229e-04  1.258470e-03 1.727861e-06
-7.955403e+00  3.644078e-03  3.484408e-04 1.340072e-05
-7.955077e+00 -5.793858e-03 -1.848636e-03 3.698625e-05
-7.954752e+00  6.171562e-03  2.783154e-03 4.583412e-05
-7.954426e+00 -4.661786e-03 -2.866126e-03 2.994693e-05
-7.954101e+00  1.726383e-03  2.072230e-03 7.274536e-06
-7.953775e+00  1.736819e-03 -6.444110e-04 3.431806e-06
-7.953450e+00 -4.668633e-03 -9.804585e-04 2.275743e-05
-7.953124e+00  6.172450e-03  2.305252e-03 4.341333e-05
-7.952799e+00 -5.788447e-03 -2.924682e-03 4.205988e-05
-7.952473e+00  3.634179e-03  2.649291e-03 2.022600e-05
-7.952147e+00 -3.685997e-04 -1.563394e-03 2.580067e-06
-7.951822e+00 -3.009506e-03 -7.311137e-07 9.057127e-06
-7.951496e+00  5.467001e-03  1.564523e-03 3.233583e-05
-7.951171e+00 -6.252363e-03 -2.649553e-03 4.611218e-05
-7.950845e+00  5.125509e-03  2.923903e-03 3.482005e-05
-7.950520e+00 -2.431184e-03 -2.303693e-03 1.121766e-05
-7.950194e+00 -1.006505e-03  9.787342e-04 1.970973e-06
-7.949869e+00  4.136160e-03  6.455655e-04 1.752457e-05
-7.949543e+00 -6.000653e-03 -2.072246e-03 4.030204e-05
-7.949218e+00  6.029843e-03  2.864843e-03 4.456634e-05
-7.948892e+00 -4.214917e-03 -2.780913e-03 2.549901e-05
-7.948567e+00  1.111051e-03  1.846195e-03 4.642872e-06
-7.948241e+00  2.332416e-03 -3.467175e-04 5.560376e-06
-7.947916e+00 -5.062343e-03 -1.258730e-03 2.721171e-05
-7.947590e+00  6.243877e-03  2.478968e-03 4.513129e-05
-7.947265e+00 -5.515766e-03 -2.940705e-03 3.907142e-05
-7.946939e+00  3.100807e-03  2.502728e-03 1.587865e-05
-7.946613e+00  2.623255e-04 -1.299096e-03 1.756466e-06
-7.946288e+00 -3.545021e-03 -3.018968e-04 1.265831e-05
-7.945962e+00  5.743333e-03  1.810415e-03 3.626348e-05
-7.945637e+00 -6.185018e-03 -2.764949e-03 4.589939e-05
-7.945311e+00  4.735104e-03  2.873506e-03 3.067825e-05
-7.944986e+00 -1.837139e-03 -2.102933e-03 7.797407e-06
-7.944660e+00 -1.622501e-03  6.890425e-04 3.107288e-06
-7.944335e+00  4.585713e-03  9.355554e-04 2.190403e-05
-7.944009e+00 -6.146286e-03 -2.273815e-03 4.294707e-05
-7.943684e+00  5.827036e-03  2.916329e-03 4.245933e-05
-7.943358e+00 -3.725717e-03 -2.666575e-03 2.099159e-05
-7.943033e+00  4.850886e-04  1.601025e-03 2.798592e-06
-7.942707e+00  2.903692e-03 -4.573098e-05 8.433521e-06
-7.942382e+00 -5.404222e-03 -1.523445e-03 3.152650e-05
-7.942056e+00  6.251816e-03  2.626429e-03 4.598333e-05
-7.941731e+00 -5.187357e-03 -2.925804e-03 3.546900e-05
-7.941405e+00  2.536509e-03  2.330036e-03 1.186295e-05
-7.941080e+00  8.899162e-04 -1.021457e-03 1.835325e-06
-7.940754e+00 -4.043963e-03 -5.995356e-04 1.671308e-05
