# x psi_r psi_i psi2 
-8.000000e+00  2.844971e-04 -1.330548e-03 1.851297e-06
-7.999674e+00 -8.756935e-04  2.841214e-03 8.839335e-06
-7.999349e+00  1.199031e-03 -3.482632e-03 1.356640e-05
-7.999023e+00 -1.155604e-03  3.058563e-03 1.069023e-05
-7.998698e+00  7.586908e-04 -1.698748e-03 3.461358e-06
-7.998372e+00 -1.297008e-04 -1.807879e-04 4.950655e-08
-7.998047e+00 -5.389685e-04  2.005015e-03 4.310574e-06
-7.997721e+00  1.042780e-03 -3.215824e-03 1.142892e-05
-7.997396e+00 -1.227622e-03  3.442776e-03 1.335976e-05
-7.997070e+00  1.036952e-03 -2.616434e-03 7.920998e-06
-7.996745e+00 -5.290900e-04  9.896122e-04 1.259269e-06
-7.996419e+00 -1.406186e-04  9.399763e-04 9.033291e-07
-7.996094e+00  7.673195e-04 -2.581988e-03 7.255439e-06
-7.995768e+00 -1.159313e-03  3.434059e-03 1.313677e-05
-7.995443e+00  1.196690e-03 -3.235506e-03 1.190056e-05
-7.995117e+00 -8.680152e-04  2.047072e-03 4.943953e-06
-7.994792e+00  2.738228e-04 -2.323493e-04 1.289651e-07
-7.994466e+00  4.041336e-04 -1.653460e-03 2.897255e-06
-7.994141e+00 -9.584766e-04  3.033407e-03 1.012024e-05
-7.993815e+00  1.219638e-03 -3.485306e-03 1.363487e-05
-7.993489e+00 -1.107731e-03  2.870900e-03 9.469132e-06
-7.993164e+00  6.569809e-04 -1.378162e-03 2.330954e-06
-7.992838e+00 -5.265169e-06 -5.362164e-04 2.875557e-07
-7.992513e+00 -6.480668e-04  2.286544e-03 5.648276e-06
-7.992187e+00  1.103169e-03 -3.337322e-03 1.235470e-05
-7.991862e+00 -1.220830e-03  3.367070e-03 1.282758e-05
-7.991536e+00  9.650550e-04 -2.366687e-03 6.532537e-06
-7.991211e+00 -4.140799e-04  6.422316e-04 5.839236e-07
-7.990885e+00 -2.635619e-04  1.278711e-03 1.704567e-06
-7.990560e+00  8.605893e-04 -2.808442e-03 8.627963e-06
-7.990234e+00 -1.194378e-03  3.478952e-03 1.352965e-05
-7.989909e+00  1.162825e-03 -3.085101e-03 1.087001e-05
-7.989583e+00 -7.755781e-04  1.747385e-03 3.654876e-06
-7.989258e+00  1.510881e-04  1.249320e-04 3.843560e-08
-7.988932e+00  5.196235e-04 -1.959028e-03 4.107800e-06
-7.988607e+00 -1.031395e-03  3.193775e-03 1.126397e-05
-7.988281e+00  1.227680e-03 -3.451410e-03 1.341942e-05
-7.987955e+00 -1.048435e-03  2.653110e-03 8.138208e-06
-7.987630e+00  5.484850e-04 -1.043110e-03 1.388914e-06
-7.987304e+00  1.192436e-04 -8.860237e-04 7.992570e-07
-7.986979e+00 -7.505030e-04  2.544086e-03 7.035626e-06
-7.986653e+00  1.152199e-03 -3.423803e-03 1.304999e-05
-7.986328e+00 -1.201455e-03  3.256033e-03 1.204525e-05
-7.986002e+00  8.832011e-04 -2.092103e-03 5.156939e-06
-7.985677e+00 -2.947847e-04  2.881077e-04 1.699041e-07
-7.985351e+00 -3.838078e-04  1.604033e-03 2.720230e-06
-7.985026e+00  9.450044e-04 -3.005432e-03 9.925656e-06
-7.984700e+00 -1.217141e-03  3.487341e-03 1.364298e-05
-7.984375e+00  1.116972e-03 -2.902324e-03 9.671108e-06
-7.984049e+00 -6.751340e-04  1.429360e-03 2.498876e-06
-7.983724e+00  2.677733e-05  4.809067e-04 2.319883e-07
-7.983398e+00  6.297760e-04 -2.244044e-03 5.432353e-06
-7.983073e+00 -1.093695e-03  3.320633e-03 1.222277e-05
-7.982747e+00  1.223070e-03 -3.381299e-03 1.292908e-05
-7.982422e+00 -9.783245e-04  2.407480e-03 6.753077e-06
-7.982096e+00  4.343197e-04 -6.971090e-04 6.745945e-07
-7.981770e+00  2.425428e-04 -1.226538e-03 1.563222e-06
-7.981445e+00 -8.452206e-04  2.774935e-03 8.414663e-06
-7.981119e+00  1.189361e-03 -3.474361e-03 1.348577e-05
-7.980794e+00 -1.169694e-03  3.110831e-03 1.104546e-05
-7.980468e+00  7.922325e-04 -1.795565e-03 3.851685e-06
-7.980143e+00 -1.724331e-04 -6.904264e-05 3.450005e-08
-7.979817e+00 -5.001170e-04  1.912527e-03 3.907878e-06
-7.979492e+00  1.019694e-03 -3.170889e-03 1.109431e-05
-7.979166e+00 -1.227363e-03  3.459140e-03 1.347207e-05
-7.978841e+00  1.059600e-03 -2.689091e-03 8.353964e-06
-7.978515e+00 -5.677164e-04  1.096335e-03 1.524251e-06
-7.978190e+00 -9.782874e-05  8.318384e-04 7.015256e-07
-7.977864e+00  7.334553e-04 -2.505517e-03 6.815571e-06
-7.977539e+00 -1.144733e-03  3.412651e-03 1.295660e-05
-7.977213e+00  1.205855e-03 -3.275709e-03 1.218435e-05
