# x psi_r psi_i psi2 
-8.000000e+00  4.738339e-04  1.214335e-03 1.699128e-06
-7.999674e+00 -7.382264e-04 -2.790870e-03 8.333931e-06
-7.999349e+00  7.768621e-04  3.513763e-03 1.295004e-05
-7.999023e+00 -5.779318e-04 -3.161909e-03 1.033167e-05
-7.998698e+00  2.022743e-04  1.842934e-03 3.437319e-06
-7.998372e+00  2.352295e-04  3.972882e-05 5.691132e-08
-7.998047e+00 -6.007892e-04 -1.910231e-03 4.009932e-06
-7.997721e+00  7.826180e-04  3.196449e-03 1.082978e-05
-7.997396e+00 -7.251171e-04 -3.504974e-03 1.281063e-05
-7.997070e+00  4.458761e-04  2.741441e-03 7.714304e-06
-7.996745e+00 -3.029281e-05 -1.139396e-03 1.299140e-06
-7.996419e+00 -3.945438e-04 -8.111461e-04 8.136229e-07
-7.996094e+00  6.987180e-04  2.513577e-03 6.806275e-06
-7.995768e+00 -7.892161e-04 -3.447180e-03 1.250591e-05
-7.995443e+00  6.383690e-04  3.326401e-03 1.147246e-05
-7.995117e+00 -2.923119e-04 -2.188186e-03 4.873605e-06
-7.994792e+00 -1.431258e-04  3.806828e-04 1.654044e-07
-7.994466e+00  5.347847e-04  1.543251e-03 2.667618e-06
-7.994141e+00 -7.628962e-04 -2.995147e-03 9.552913e-06
-7.993815e+00  7.577077e-04  3.530920e-03 1.304151e-05
-7.993489e+00 -5.208117e-04 -2.986699e-03 9.191616e-06
-7.993164e+00  1.246570e-04  1.528948e-03 2.353222e-06
-7.992838e+00  3.096080e-04  3.964506e-04 2.530302e-07
-7.992513e+00 -6.491837e-04 -2.200580e-03 5.263991e-06
-7.992187e+00  7.902300e-04  3.331616e-03 1.172413e-05
-7.991862e+00 -6.896197e-04 -3.443617e-03 1.233407e-05
-7.991536e+00  3.781257e-04  2.502328e-03 6.404625e-06
-7.991211e+00  4.899155e-05 -7.956646e-04 6.354823e-07
-7.990885e+00 -4.611164e-04 -1.154359e-03 1.545173e-06
