t    R    T
0.000000e+00 1.000000e+00 2.846974e-49
1.000000e-04 1.000000e+00 2.209795e-27
2.000000e-04 1.000000e+00 8.940521e-27
3.000000e-04 1.000000e+00 1.908337e-26
4.000000e-04 1.000000e+00 3.307546e-26
5.000000e-04 1.000000e+00 5.102410e-26
6.000000e-04 1.000000e+00 7.304898e-26
7.000000e-04 1.000000e+00 9.929303e-26
8.000000e-04 1.000000e+00 1.407018e-25
9.000000e-04 1.000000e+00 7.592048e-25
1.000000e-03 1.000000e+00 5.121685e-23
1.100000e-03 1.000000e+00 3.765266e-21
1.200000e-03 1.000000e+00 2.297910e-19
1.300000e-03 1.000000e+00 1.153384e-17
1.400000e-03 1.000000e+00 4.753709e-16
1.500000e-03 1.000000e+00 1.607726e-14
1.600000e-03 1.000000e+00 4.460537e-13
1.700000e-03 1.000000e+00 1.015263e-11
1.800000e-03 1.000000e+00 1.896491e-10
1.900000e-03 9.999999e-01 2.909466e-09
2.000000e-03 9.999989e-01 3.669643e-08
2.100000e-03 9.999911e-01 3.810620e-07
2.200000e-03 9.999421e-01 3.263679e-06
2.300000e-03 9.996882e-01 2.310560e-05
2.400000e-03 9.986011e-01 1.355759e-04
2.500000e-03 9.947522e-01 6.614353e-04
2.600000e-03 9.834610e-01 2.693281e-03
2.700000e-03 9.559572e-01 9.194581e-03
2.800000e-03 9.002132e-01 2.646022e-02
2.900000e-03 8.060156e-01 6.461104e-02
3.000000e-03 6.730714e-01 1.349351e-01
3.100000e-03 5.161859e-01 2.433744e-01
3.200000e-03 3.613860e-01 3.836577e-01
3.300000e-03 2.339507e-01 5.363586e-01
3.400000e-03 1.469726e-01 6.766294e-01
3.500000e-03 9.847684e-02 7.856741e-01
3.600000e-03 7.715642e-02 8.575957e-01
3.700000e-03 7.048745e-02 8.979263e-01
3.800000e-03 6.965932e-02 9.171790e-01
3.900000e-03 7.027577e-02 9.250023e-01
4.000000e-03 7.084389e-02 9.276996e-01
4.100000e-03 7.113692e-02 9.284782e-01
4.200000e-03 7.125750e-02 9.286560e-01
4.300000e-03 7.130530e-02 9.286783e-01
4.400000e-03 7.132676e-02 9.286707e-01
4.500000e-03 7.133742e-02 9.286622e-01
4.600000e-03 7.134209e-02 9.286576e-01
4.700000e-03 7.134278e-02 9.286564e-01
4.800000e-03 7.134016e-02 9.286581e-01
4.900000e-03 7.133381e-02 9.286630e-01
5.000000e-03 7.132284e-02 9.286723e-01
5.100000e-03 7.130726e-02 9.286864e-01
5.200000e-03 7.128888e-02 9.287040e-01
5.300000e-03 7.127098e-02 9.287222e-01
5.400000e-03 7.125674e-02 9.287377e-01
5.500000e-03 7.124768e-02 9.287484e-01
5.600000e-03 7.124343e-02 9.287542e-01
5.700000e-03 7.124274e-02 9.287561e-01
5.800000e-03 7.124491e-02 9.287546e-01
5.900000e-03 7.125032e-02 9.287495e-01
6.000000e-03 7.126003e-02 9.287399e-01
6.100000e-03 7.127447e-02 9.287255e-01
6.200000e-03 7.129233e-02 9.287077e-01
6.300000e-03 7.131059e-02 9.286894e-01
6.400000e-03 7.132590e-02 9.286741e-01
6.500000e-03 7.133631e-02 9.286636e-01
6.600000e-03 7.134171e-02 9.286580e-01
6.700000e-03 7.134309e-02 9.286562e-01
6.800000e-03 7.134116e-02 9.286573e-01
6.900000e-03 7.133562e-02 9.286615e-01
7.000000e-03 7.132559e-02 9.286698e-01
7.100000e-03 7.131079e-02 9.286830e-01
7.200000e-03 7.129267e-02 9.287003e-01
