t    R    T
0.000000e+00 1.000000e+00 1.359748e-46
1.000000e-04 1.000000e+00 3.054014e-27
2.000000e-04 1.000000e+00 1.246208e-26
3.000000e-04 1.000000e+00 2.711438e-26
4.000000e-04 1.000000e+00 4.772433e-26
5.000000e-04 1.000000e+00 7.385323e-26
6.000000e-04 1.000000e+00 1.056745e-25
7.000000e-04 1.000000e+00 1.435788e-25
8.000000e-04 1.000000e+00 2.603755e-25
9.000000e-04 1.000000e+00 9.917234e-24
1.000000e-03 1.000000e+00 1.156336e-21
1.100000e-03 1.000000e+00 1.101432e-19
1.200000e-03 1.000000e+00 8.291204e-18
1.300000e-03 1.000000e+00 4.924108e-16
1.400000e-03 1.000000e+00 2.306374e-14
1.500000e-03 1.000000e+00 8.520309e-13
1.600000e-03 1.000000e+00 2.483670e-11
1.700000e-03 1.000000e+00 5.717356e-10
1.800000e-03 9.999999e-01 1.040583e-08
1.900000e-03 9.999991e-01 1.499800e-07
2.000000e-03 9.999914e-01 1.715347e-06
2.100000e-03 9.999335e-01 1.560751e-05
2.200000e-03 9.995860e-01 1.133236e-04
2.300000e-03 9.979320e-01 6.590805e-04
2.400000e-03 9.916648e-01 3.084318e-03
2.500000e-03 9.727182e-01 1.167840e-02
2.600000e-03 9.269136e-01 3.602198e-02
2.700000e-03 8.381419e-01 9.128478e-02
2.800000e-03 6.998657e-01 1.921034e-01
2.900000e-03 5.262912e-01 3.403454e-01
3.000000e-03 3.502276e-01 5.165632e-01
3.100000e-03 2.055210e-01 6.864511e-01
3.200000e-03 1.088894e-01 8.197269e-01
3.300000e-03 5.632430e-02 9.050979e-01
3.400000e-03 3.297473e-02 9.499086e-01
3.500000e-03 2.448730e-02 9.692530e-01
3.600000e-03 2.195880e-02 9.761467e-01
3.700000e-03 2.134113e-02 9.781824e-01
3.800000e-03 2.121773e-02 9.786823e-01
3.900000e-03 2.119794e-02 9.787845e-01
4.000000e-03 2.119578e-02 9.788016e-01
4.100000e-03 2.119599e-02 9.788037e-01
4.200000e-03 2.119634e-02 9.788036e-01
4.300000e-03 2.119657e-02 9.788034e-01
4.400000e-03 2.119668e-02 9.788033e-01
4.500000e-03 2.119670e-02 9.788033e-01
4.600000e-03 2.119663e-02 9.788033e-01
4.700000e-03 2.119645e-02 9.788035e-01
4.800000e-03 2.119613e-02 9.788038e-01
4.900000e-03 2.119567e-02 9.788042e-01
5.000000e-03 2.119515e-02 9.788047e-01
5.100000e-03 2.119467e-02 9.788052e-01
5.200000e-03 2.119430e-02 9.788056e-01
5.300000e-03 2.119408e-02 9.788059e-01
5.400000e-03 2.119397e-02 9.788060e-01
5.500000e-03 2.119394e-02 9.788060e-01
5.600000e-03 2.119400e-02 9.788060e-01
5.700000e-03 2.119415e-02 9.788058e-01
5.800000e-03 2.119444e-02 9.788056e-01
5.900000e-03 2.119487e-02 9.788051e-01
6.000000e-03 2.119539e-02 9.788046e-01
6.100000e-03 2.119589e-02 9.788041e-01
6.200000e-03 2.119629e-02 9.788037e-01
6.300000e-03 2.119654e-02 9.788035e-01
6.400000e-03 2.119667e-02 9.788033e-01
6.500000e-03 2.119670e-02 9.788033e-01
6.600000e-03 2.119665e-02 9.788033e-01
6.700000e-03 2.119649e-02 9.788034e-01
6.800000e-03 2.119619e-02 9.788037e-01
6.900000e-03 2.119575e-02 9.788041e-01
7.000000e-03 2.119524e-02 9.788046e-01
7.100000e-03 2.119474e-02 9.788051e-01
7.200000e-03 2.119435e-02 9.788056e-01
7.300000e-03 2.119411e-02 9.788058e-01
7.400000e-03 2.119398e-02 9.788060e-01
7.500000e-03 2.119394e-02 9.788060e-01
7.600000e-03 2.119398e-02 9.788060e-01
7.700000e-03 2.119412e-02 9.788059e-01
7.800000e-03 2.119438e-02 9.788056e-01
7.900000e-03 2.119479e-02 9.788052e-01
8.000000e-03 2.119530e-02 9.788047e-01
8.100000e-03 2.119581e-02 9.788042e-01
8.200000e-03 2.119623e-02 9.788038e-01
8.300000e-03 2.119651e-02 9.788035e-01
8.400000e-03 2.119665e-02 9.788033e-01
8.500000e-03 2.119670e-02 9.788033e-01
8.600000e-03 2.119666e-02 9.788033e-01
8.700000e-03 2.119652e-02 9.788034e-01
8.800000e-03 2.119625e-02 9.788037e-01
8.900000e-03 2.119583e-02 9.788040e-01
9.000000e-03 2.119532e-02 9.788045e-01
9.100000e-03 2.119482e-02 9.788051e-01
9.200000e-03 2.119441e-02 9.788055e-01
9.300000e-03 2.119414e-02 9.788058e-01
9.400000e-03 2.119399e-02 9.788060e-01
9.500000e-03 2.119394e-02 9.788060e-01
9.600000e-03 2.119397e-02 9.788060e-01
9.700000e-03 2.119409e-02 9.788059e-01
9.800000e-03 2.119433e-02 9.788057e-01
9.900000e-03 2.119472e-02 9.788053e-01
1.000000e-02 2.119521e-02 9.788048e-01
1.010000e-02 2.119573e-02 9.788043e-01
1.020000e-02 2.119617e-02 9.788038e-01
1.030000e-02 2.119647e-02 9.788035e-01
1.040000e-02 2.119664e-02 9.788034e-01
1.050000e-02 2.119670e-02 9.788033e-01
1.060000e-02 2.119668e-02 9.788033e-01
1.070000e-02 2.119656e-02 9.788034e-01
1.080000e-02 2.119631e-02 9.788036e-01
1.090000e-02 2.119591e-02 9.788040e-01
1.100000e-02 2.119541e-02 9.788044e-01
1.110000e-02 2.119490e-02 9.788050e-01
1.120000e-02 2.119447e-02 9.788054e-01
1.130000e-02 2.119417e-02 9.788058e-01
1.140000e-02 2.119401e-02 9.788060e-01
1.150000e-02 2.119395e-02 9.788060e-01
1.160000e-02 2.119396e-02 9.788060e-01
1.170000e-02 2.119406e-02 9.788059e-01
1.180000e-02 2.119428e-02 9.788057e-01
1.190000e-02 2.119464e-02 9.788054e-01
1.200000e-02 2.119513e-02 9.788049e-01
