# x psi_r psi_i psi2 
-8.000000e+00 -1.642384e-04 -3.829741e-03 1.469389e-05
-7.999674e+00 -3.225782e-05  9.210831e-03 8.484045e-05
-7.999349e+00  2.194304e-04 -1.178656e-02 1.389713e-04
-7.999023e+00 -3.405684e-04  1.077249e-02 1.161626e-04
-7.998698e+00  3.588304e-04 -6.477510e-03 4.208689e-05
-7.998372e+00 -2.684485e-04  2.097501e-04 1.160597e-07
-7.998047e+00  9.654803e-05  6.121823e-03 3.748603e-05
-7.997721e+00  1.049914e-04 -1.058883e-02 1.121344e-04
-7.997396e+00 -2.751920e-04  1.183080e-02 1.400436e-04
-7.997070e+00  3.624264e-04 -9.469511e-03 8.980300e-05
-7.996745e+00 -3.400776e-04  4.224165e-03 1.795922e-05
-7.996419e+00  2.146603e-04  2.307656e-03 5.371354e-06
-7.996094e+00 -2.392593e-05 -8.136572e-03 6.620437e-05
-7.995768e+00 -1.744995e-04  1.148731e-02 1.319887e-04
-7.995443e+00  3.205243e-04 -1.133937e-02 1.286841e-04
-7.995117e+00 -3.697891e-04  7.737864e-03 6.001129e-05
-7.994792e+00  3.071421e-04 -1.779714e-03 3.261718e-06
-7.994466e+00 -1.512986e-04 -4.720407e-03 2.230513e-05
-7.994141e+00 -5.074750e-05  9.782783e-03 9.570543e-05
-7.993815e+00  2.378936e-04 -1.186561e-02 1.408493e-04
-7.993489e+00 -3.534055e-04  1.033456e-02 1.069281e-04
-7.993164e+00  3.621167e-04 -5.655987e-03 3.212132e-05
-7.992838e+00 -2.611343e-04 -7.451498e-04 6.234394e-07
-7.992513e+00  8.079315e-05  6.919267e-03 4.788278e-05
-7.992187e+00  1.244549e-04 -1.098595e-02 1.207065e-04
-7.991862e+00 -2.924807e-04  1.170664e-02 1.371311e-04
-7.991536e+00  3.722839e-04 -8.861902e-03 7.867190e-05
-7.991211e+00 -3.394726e-04  3.318167e-03 1.112547e-05
-7.990885e+00  2.037188e-04  3.236101e-03 1.051385e-05
-7.990560e+00 -5.910491e-06 -8.804690e-03 7.752260e-05
-7.990234e+00 -1.941621e-04  1.169161e-02 1.367315e-04
-7.989909e+00  3.358776e-04 -1.101765e-02 1.215014e-04
-7.989583e+00 -3.761513e-04  6.988103e-03 4.897508e-05
-7.989258e+00  3.025336e-04 -8.302733e-04 7.808803e-07
-7.988932e+00 -1.370580e-04 -5.580357e-03 3.115917e-05
-7.988607e+00 -7.035174e-05  1.029133e-02 1.059164e-04
-7.988281e+00  2.569418e-04 -1.186787e-02 1.409124e-04
-7.987955e+00 -3.661144e-04  9.829857e-03 9.676012e-05
-7.987630e+00  3.645953e-04 -4.798037e-03 2.315409e-05
-7.987304e+00 -2.525750e-04 -1.695037e-03 2.936945e-06
-7.986979e+00  6.373375e-05  7.671786e-03 5.886035e-05
-7.986653e+00  1.448829e-04 -1.131191e-02 1.279802e-04
-7.986328e+00 -3.100955e-04  1.150678e-02 1.325020e-04
-7.986002e+00  3.817242e-04 -8.197082e-03 6.733787e-05
-7.985677e+00 -3.378291e-04  2.390886e-03 5.830462e-06
-7.985351e+00  1.914309e-04  4.143422e-03 1.720459e-05
