t    R    T
2.500000e-08 1.000000e+00 1.361197e-46
2.497500e-05 1.000000e+00 4.219883e-46
4.992500e-05 1.000000e+00 1.326148e-45
7.487500e-05 1.000000e+00 2.549640e-45
9.982500e-05 1.000000e+00 4.176837e-45
1.247750e-04 1.000000e+00 3.552136e-43
1.497250e-04 1.000000e+00 4.398522e-39
1.746750e-04 1.000000e+00 7.738312e-36
1.996250e-04 1.000000e+00 7.169769e-33
2.245750e-04 1.000000e+00 4.917093e-31
2.495250e-04 1.000000e+00 7.715878e-30
2.744750e-04 1.000000e+00 4.630580e-29
2.994250e-04 1.000000e+00 1.002768e-28
3.243750e-04 1.000000e+00 1.407784e-28
3.493250e-04 1.000000e+00 1.845094e-28
3.742750e-04 1.000000e+00 2.253757e-28
3.992250e-04 1.000000e+00 2.527030e-28
4.241750e-04 1.000000e+00 2.673929e-28
4.491250e-04 1.000000e+00 2.807043e-28
4.740750e-04 1.000000e+00 2.932494e-28
4.990250e-04 1.000000e+00 3.258033e-28
5.239750e-04 1.000000e+00 3.792919e-28
5.489250e-04 1.000000e+00 4.503423e-28
5.738750e-04 1.000000e+00 5.096654e-28
5.988250e-04 1.000000e+00 5.502391e-28
6.237750e-04 1.000000e+00 5.776581e-28
6.487250e-04 1.000000e+00 6.113548e-28
6.736750e-04 1.000000e+00 6.607319e-28
6.986250e-04 1.000000e+00 7.168668e-28
7.235750e-04 1.000000e+00 7.759691e-28
7.485250e-04 1.000000e+00 8.283764e-28
7.734750e-04 1.000000e+00 8.600110e-28
7.984250e-04 1.000000e+00 8.813906e-28
8.233750e-04 1.000000e+00 8.902694e-28
8.483250e-04 1.000000e+00 8.964026e-28
8.732750e-04 1.000000e+00 8.999738e-28
8.982250e-04 1.000000e+00 9.030741e-28
9.231750e-04 1.000000e+00 9.052651e-28
9.481250e-04 1.000000e+00 9.076217e-28
9.730750e-04 1.000000e+00 9.102706e-28
9.980250e-04 1.000000e+00 9.129471e-28
1.022975e-03 1.000000e+00 9.177958e-28
1.047925e-03 1.000000e+00 9.277259e-28
1.072875e-03 1.000000e+00 9.424256e-28
1.097825e-03 1.000000e+00 9.716758e-28
1.122775e-03 1.000000e+00 1.029701e-27
1.147725e-03 1.000000e+00 1.169084e-27
1.172675e-03 1.000000e+00 1.515410e-27
1.197625e-03 1.000000e+00 2.253991e-27
1.222575e-03 1.000000e+00 3.820078e-27
1.247525e-03 1.000000e+00 7.301995e-27
1.272475e-03 1.000000e+00 1.538567e-26
1.297425e-03 1.000000e+00 3.361062e-26
1.322375e-03 1.000000e+00 7.379359e-26
1.347325e-03 1.000000e+00 1.618484e-25
1.372275e-03 1.000000e+00 3.554117e-25
1.397225e-03 1.000000e+00 7.797095e-25
1.422175e-03 1.000000e+00 1.702693e-24
1.447125e-03 1.000000e+00 3.694382e-24
1.472075e-03 1.000000e+00 7.969789e-24
1.497025e-03 1.000000e+00 1.709806e-23
1.521975e-03 1.000000e+00 3.647307e-23
1.546925e-03 1.000000e+00 7.735422e-23
1.571875e-03 1.000000e+00 1.631024e-22
1.596825e-03 1.000000e+00 3.418965e-22
1.621775e-03 1.000000e+00 7.124976e-22
1.646725e-03 1.000000e+00 1.476156e-21
1.671675e-03 1.000000e+00 3.040343e-21
1.696625e-03 1.000000e+00 6.225232e-21
1.721575e-03 1.000000e+00 1.267150e-20
1.746525e-03 1.000000e+00 2.564086e-20
1.771475e-03 1.000000e+00 5.157830e-20
1.796425e-03 1.000000e+00 1.031402e-19
1.821375e-03 1.000000e+00 2.050270e-19
1.846325e-03 1.000000e+00 4.051482e-19
1.871275e-03 1.000000e+00 7.958529e-19
1.896225e-03 1.000000e+00 1.554051e-18
1.921175e-03 1.000000e+00 3.016536e-18
1.946125e-03 1.000000e+00 5.820501e-18
1.971075e-03 1.000000e+00 1.116396e-17
1.996025e-03 1.000000e+00 2.128535e-17
2.020975e-03 1.000000e+00 4.034089e-17
2.045925e-03 1.000000e+00 7.599957e-17
2.070875e-03 1.000000e+00 1.423234e-16
2.095825e-03 1.000000e+00 2.649353e-16
2.120775e-03 1.000000e+00 4.902310e-16
2.145725e-03 1.000000e+00 9.016921e-16
2.170675e-03 1.000000e+00 1.648587e-15
2.195625e-03 1.000000e+00 2.996133e-15
2.220575e-03 1.000000e+00 5.412601e-15
2.245525e-03 1.000000e+00 9.719557e-15
2.270475e-03 1.000000e+00 1.734933e-14
2.295425e-03 1.000000e+00 3.078332e-14
2.320375e-03 1.000000e+00 5.429316e-14
2.345325e-03 1.000000e+00 9.518589e-14
2.370275e-03 1.000000e+00 1.658819e-13
2.395225e-03 1.000000e+00 2.873594e-13
2.420175e-03 1.000000e+00 4.948272e-13
2.445125e-03 1.000000e+00 8.470030e-13
2.470075e-03 1.000000e+00 1.441191e-12
2.495025e-03 1.000000e+00 2.437615e-12
2.519975e-03 1.000000e+00 4.098436e-12
2.544925e-03 1.000000e+00 6.849880e-12
2.569875e-03 1.000000e+00 1.138053e-11
2.594825e-03 1.000000e+00 1.879572e-11
2.619775e-03 1.000000e+00 3.085858e-11
2.644725e-03 1.000000e+00 5.036356e-11
2.669675e-03 1.000000e+00 8.171162e-11
2.694625e-03 1.000000e+00 1.317898e-10
2.719575e-03 1.000000e+00 2.113071e-10
2.744525e-03 1.000000e+00 3.368097e-10
2.769475e-03 1.000000e+00 5.337006e-10
2.794425e-03 1.000000e+00 8.407319e-10
2.819375e-03 1.000000e+00 1.316645e-09
2.844325e-03 1.000000e+00 2.049916e-09
2.869275e-03 1.000000e+00 3.172959e-09
2.894225e-03 1.000000e+00 4.882688e-09
2.919175e-03 1.000000e+00 7.470075e-09
2.944125e-03 1.000000e+00 1.136234e-08
2.969075e-03 1.000000e+00 1.718278e-08
2.994025e-03 9.999999e-01 2.583493e-08
3.018975e-03 9.999997e-01 3.862032e-08
3.043925e-03 9.999995e-01 5.740174e-08
3.068875e-03 9.999991e-01 8.482843e-08
3.093825e-03 9.999986e-01 1.246441e-07
3.118775e-03 9.999979e-01 1.821052e-07
3.143725e-03 9.999968e-01 2.645456e-07
3.168675e-03 9.999954e-01 3.821322e-07
3.193625e-03 9.999935e-01 5.488689e-07
3.218575e-03 9.999909e-01 7.839227e-07
3.243525e-03 9.999872e-01 1.113359e-06
3.268475e-03 9.999824e-01 1.572398e-06
3.293425e-03 9.999758e-01 2.208325e-06
3.318375e-03 9.999669e-01 3.084219e-06
3.343325e-03 9.999552e-01 4.283685e-06
3.368275e-03 9.999397e-01 5.916824e-06
3.393225e-03 9.999193e-01 8.127697e-06
3.418175e-03 9.998925e-01 1.110358e-05
3.443125e-03 9.998578e-01 1.508637e-05
3.468075e-03 9.998129e-01 2.038646e-05
3.493025e-03 9.997551e-01 2.739960e-05
3.517975e-03 9.996813e-01 3.662701e-05
3.542925e-03 9.995876e-01 4.869944e-05
3.567875e-03 9.994691e-01 6.440533e-05
3.592825e-03 9.993202e-01 8.472381e-05
3.617775e-03 9.991343e-01 1.108628e-04
3.642725e-03 9.989033e-01 1.443024e-04
3.667675e-03 9.986181e-01 1.868444e-04
3.692625e-03 9.982679e-01 2.406671e-04
3.717575e-03 9.978403e-01 3.083862e-04
3.742525e-03 9.973211e-01 3.931213e-04
3.767475e-03 9.966943e-01 4.985674e-04
3.792425e-03 9.959418e-01 6.290700e-04
3.817375e-03 9.950435e-01 7.897045e-04
3.842325e-03 9.939773e-01 9.863557e-04
3.867275e-03 9.927187e-01 1.225798e-03
3.892225e-03 9.912414e-01 1.515772e-03
3.917175e-03 9.895172e-01 1.865059e-03
3.942125e-03 9.875161e-01 2.283538e-03
3.967075e-03 9.852065e-01 2.782248e-03
3.992025e-03 9.825558e-01 3.373412e-03
4.016975e-03 9.795307e-01 4.070464e-03
4.041925e-03 9.760975e-01 4.888039e-03
4.066875e-03 9.722231e-01 5.841941e-03
4.091825e-03 9.678751e-01 6.949077e-03
4.116775e-03 9.630231e-01 8.227368e-03
4.141725e-03 9.576391e-01 9.695609e-03
4.166675e-03 9.516982e-01 1.137330e-02
4.191625e-03 9.451797e-01 1.328046e-02
4.216575e-03 9.380679e-01 1.543733e-02
4.241525e-03 9.303527e-01 1.786413e-02
4.266475e-03 9.220304e-01 2.058076e-02
4.291425e-03 9.131045e-01 2.360640e-02
4.316375e-03 9.035860e-01 2.695917e-02
4.341325e-03 8.934940e-01 3.065574e-02
4.366275e-03 8.828561e-01 3.471095e-02
4.391225e-03 8.717081e-01 3.913738e-02
4.416175e-03 8.600944e-01 4.394500e-02
4.441125e-03 8.480674e-01 4.914077e-02
4.466075e-03 8.356871e-01 5.472835e-02
4.491025e-03 8.230207e-01 6.070776e-02
4.515975e-03 8.101413e-01 6.707519e-02
4.540925e-03 7.971273e-01 7.382279e-02
4.565875e-03 7.840610e-01 8.093855e-02
4.590825e-03 7.710274e-01 8.840632e-02
4.615775e-03 7.581129e-01 9.620579e-02
4.640725e-03 7.454034e-01 1.043127e-01
4.665675e-03 7.329837e-01 1.126988e-01
4.690625e-03 7.209351e-01 1.213327e-01
4.715575e-03 7.093346e-01 1.301795e-01
4.740525e-03 6.982535e-01 1.392018e-01
4.765475e-03 6.877562e-01 1.483598e-01
4.790425e-03 6.778989e-01 1.576121e-01
4.815375e-03 6.687294e-01 1.669162e-01
4.840325e-03 6.602857e-01 1.762290e-01
4.865275e-03 6.525963e-01 1.855074e-01
4.890225e-03 6.456795e-01 1.947090e-01
4.915175e-03 6.395435e-01 2.037927e-01
4.940125e-03 6.341869e-01 2.127190e-01
4.965075e-03 6.295989e-01 2.214509e-01
4.990025e-03 6.257598e-01 2.299539e-01
5.014975e-03 6.226422e-01 2.381967e-01
5.039925e-03 6.202114e-01 2.461514e-01
5.064875e-03 6.184268e-01 2.537937e-01
5.089825e-03 6.172425e-01 2.611032e-01
5.114775e-03 6.166089e-01 2.680633e-01
5.139725e-03 6.164735e-01 2.746615e-01
5.164675e-03 6.167823e-01 2.808890e-01
5.189625e-03 6.174802e-01 2.867410e-01
