# x psi_r psi_i psi2 
-8.000000e+00 -2.662336e-04 -4.074824e-03 1.667507e-05
-7.999674e+00 -4.112931e-03  1.605095e-03 1.949253e-05
-7.999349e+00  7.240610e-03  1.352477e-03 5.425562e-05
-7.999023e+00 -8.165655e-03 -3.898274e-03 8.187446e-05
-7.998698e+00  6.606971e-03  5.258051e-03 7.129918e-05
-7.998372e+00 -3.038935e-03 -5.018399e-03 3.441945e-05
-7.998047e+00 -1.452983e-03  3.252432e-03 1.268947e-05
-7.997721e+00  5.502434e-03 -4.974866e-04 3.052428e-05
-7.997396e+00 -7.877815e-03 -2.408380e-03 6.786027e-05
-7.997070e+00  7.856842e-03  4.581327e-03 8.271853e-05
-7.996745e+00 -5.446180e-03 -5.360555e-03 5.839642e-05
-7.996419e+00  1.379326e-03  4.509258e-03 2.223595e-05
-7.996094e+00  3.106571e-03 -2.286589e-03 1.487928e-05
-7.995768e+00 -6.647056e-03 -6.312319e-04 4.458181e-05
-7.995443e+00  8.165389e-03  3.356651e-03 7.794068e-05
-7.995117e+00 -7.200002e-03 -5.060758e-03 7.745130e-05
-7.994792e+00  4.044819e-03  5.225393e-03 4.366530e-05
-7.994466e+00  3.402359e-04 -3.800700e-03 1.456108e-05
-7.994141e+00 -4.621283e-03  1.220225e-03 2.284520e-05
-7.993815e+00  7.496235e-03  1.731017e-03 5.918996e-05
-7.993489e+00 -8.090831e-03 -4.155352e-03 8.272850e-05
-7.993164e+00  6.224496e-03  5.315492e-03 6.699880e-05
-7.992838e+00 -2.465177e-03 -4.858759e-03 2.968463e-05
-7.992513e+00 -2.043486e-03  2.924298e-03 1.272735e-05
-7.992187e+00  5.930074e-03 -1.006851e-04 3.517592e-05
-7.991862e+00 -8.012539e-03 -2.753151e-03 7.178062e-05
-7.991536e+00  7.657706e-03  4.769210e-03 8.138583e-05
-7.991211e+00 -4.973792e-03 -5.334428e-03 5.319472e-05
-7.990885e+00  7.773997e-04  4.277097e-03 1.889791e-05
-7.990560e+00  3.654939e-03 -1.919036e-03 1.704128e-05
-7.990234e+00 -6.975079e-03 -1.022365e-03 4.969696e-05
-7.989909e+00  8.173321e-03  3.652396e-03 8.014318e-05
-7.989583e+00 -6.885469e-03 -5.171177e-03 7.415075e-05
-7.989258e+00  3.503526e-03  5.116927e-03 3.845764e-05
-7.988932e+00  9.436222e-04 -3.506370e-03 1.318505e-05
-7.988607e+00 -5.103229e-03  8.295788e-04 2.673115e-05
-7.988281e+00  7.710166e-03  2.099149e-03 6.385309e-05
-7.987955e+00 -7.971710e-03 -4.389003e-03 8.281151e-05
-7.987630e+00  5.808592e-03  5.343616e-03 6.229398e-05
-7.987304e+00 -1.879027e-03 -4.672831e-03 2.536609e-05
-7.986979e+00 -2.621579e-03  2.580899e-03 1.353371e-05
-7.986653e+00  6.324278e-03  2.957171e-04 4.008394e-05
-7.986328e+00 -8.102974e-03 -3.081981e-03 7.515679e-05
-7.986002e+00  7.416901e-03  4.930463e-03 7.931989e-05
-7.985677e+00 -4.475029e-03 -5.279081e-03 4.789458e-05
-7.985351e+00  1.724130e-04  4.022015e-03 1.620633e-05
-7.985026e+00  4.182124e-03 -1.541832e-03 1.986740e-05
-7.984700e+00 -7.264123e-03 -1.406947e-03 5.474698e-05
-7.984375e+00  8.136336e-03  3.927382e-03 8.162429e-05
-7.984049e+00 -6.533742e-03 -5.252944e-03 7.028320e-05
-7.983724e+00  2.944076e-03  4.980633e-03 3.347429e-05
-7.983398e+00  1.540609e-03 -3.193500e-03 1.257192e-05
-7.983073e+00 -5.556168e-03  4.353186e-04 3.106050e-05
-7.982747e+00  7.881308e-03  2.454872e-03 6.814142e-05
-7.982422e+00 -7.809033e-03 -4.598000e-03 8.212261e-05
-7.982096e+00  5.361616e-03  5.342340e-03 5.728753e-05
-7.981770e+00 -1.283737e-03 -4.461700e-03 2.155475e-05
-7.981445e+00 -3.184101e-03  2.224159e-03 1.508538e-05
-7.981119e+00  6.682940e-03  6.895415e-04 4.513715e-05
-7.980794e+00 -8.148708e-03 -3.393101e-03 7.791459e-05
-7.980468e+00  7.135835e-03  5.064263e-03 7.656689e-05
-7.980143e+00 -3.952689e-03 -5.194889e-03 4.261062e-05
-7.979817e+00 -4.322967e-04  3.745470e-03 1.421542e-05
-7.979492e+00  4.685265e-03 -1.157073e-03 2.329052e-05
-7.979166e+00 -7.512672e-03 -1.782878e-03 5.961890e-05
-7.978841e+00  8.054724e-03  4.180146e-03 8.235220e-05
-7.978515e+00 -6.146831e-03 -5.305678e-03 6.593376e-05
-7.978190e+00  2.369585e-03  4.817327e-03 2.882158e-05
-7.977864e+00  2.127920e-03 -2.863855e-03 1.272971e-05
-7.977539e+00 -5.977661e-03  3.962044e-05 3.573400e-05
-7.977213e+00  8.008802e-03  2.796260e-03 7.195998e-05
-7.976888e+00 -7.603783e-03 -4.781252e-03 8.067789e-05
-7.976562e+00  4.886091e-03  5.311741e-03 5.208847e-05
-7.976236e+00 -6.826045e-04 -4.226587e-03 1.832999e-05
