# x psi_r psi_i psi2 
-8.000000e+00 -1.979767e-03  7.631354e-06 3.919535e-06
-7.999674e+00  4.197263e-03  1.535680e-03 1.997533e-05
-7.999349e+00 -5.129408e-03 -2.608849e-03 3.311691e-05
-7.999023e+00  4.490641e-03  2.883287e-03 2.847920e-05
-7.998698e+00 -2.476505e-03 -2.274950e-03 1.130847e-05
-7.998372e+00 -2.962197e-04  9.700706e-04 1.028783e-06
-7.998047e+00  2.978384e-03  6.318506e-04 9.270006e-06
-7.997721e+00 -4.748526e-03 -2.040357e-03 2.671156e-05
-7.997396e+00  5.064457e-03  2.824199e-03 3.362482e-05
-7.997070e+00 -3.829333e-03 -2.743369e-03 2.218987e-05
-7.996745e+00  1.421341e-03  1.822594e-03 5.342059e-06
-7.996419e+00  1.422101e-03 -3.437672e-04 2.140546e-06
-7.996094e+00 -3.830167e-03 -1.240349e-03 1.620864e-05
-7.995768e+00  5.065323e-03  2.444744e-03 3.163427e-05
-7.995443e+00 -4.749212e-03 -2.900658e-03 3.096883e-05
-7.995117e+00  2.978559e-03  2.468481e-03 1.496522e-05
-7.994792e+00 -2.955703e-04 -1.280514e-03 1.727078e-06
-7.994466e+00 -2.478099e-03 -2.995413e-04 6.230701e-06
-7.994141e+00  4.492972e-03  1.787925e-03 2.338348e-05
-7.993815e+00 -5.131917e-03 -2.728934e-03 3.378365e-05
-7.993489e+00  4.199166e-03  2.834442e-03 2.566705e-05
-7.993164e+00 -1.980296e-03 -2.072126e-03 8.215278e-06
-7.992838e+00 -8.452013e-04  6.753629e-04 1.170480e-06
-7.992513e+00  3.412008e-03  9.282123e-04 1.250337e-05
-7.992187e+00 -4.933981e-03 -2.247635e-03 2.939603e-05
-7.991862e+00  4.944931e-03  2.878928e-03 3.274057e-05
-7.991536e+00 -3.441416e-03 -2.628788e-03 1.875387e-05
-7.991211e+00  8.838228e-04  1.573781e-03 3.257929e-06
-7.990885e+00  1.944605e-03 -3.689917e-05 3.782852e-06
-7.990560e+00 -4.177632e-03 -1.511319e-03 1.973670e-05
-7.990234e+00  5.131322e-03  2.596851e-03 3.307410e-05
-7.989909e+00 -4.513517e-03 -2.887328e-03 2.870849e-05
-7.989583e+00  2.513337e-03  2.293792e-03 1.157834e-05
-7.989258e+00  2.567110e-04 -9.979460e-04 1.061797e-06
-7.988932e+00 -2.948299e-03 -6.034754e-04 9.056651e-06
-7.988607e+00  4.737081e-03  2.020169e-03 2.652102e-05
-7.988281e+00 -5.075159e-03 -2.818379e-03 3.370050e-05
-7.987955e+00  3.858907e-03  2.753699e-03 2.247402e-05
-7.987630e+00 -1.460730e-03 -1.845912e-03 5.541125e-06
-7.987304e+00 -1.384960e-03  3.729355e-04 2.057194e-06
-7.986979e+00  3.806650e-03  1.214260e-03 1.596501e-05
-7.986653e+00 -5.062634e-03 -2.429723e-03 3.153382e-05
-7.986328e+00  4.768178e-03  2.901302e-03 3.115308e-05
-7.986002e+00 -3.013373e-03 -2.484595e-03 1.525363e-05
-7.985677e+00  3.355695e-04  1.307164e-03 1.821285e-06
-7.985351e+00  2.445165e-03  2.705129e-04 6.052007e-06
-7.985026e+00 -4.477191e-03 -1.765406e-03 2.316189e-05
-7.984700e+00  5.138124e-03  2.719817e-03 3.379772e-05
-7.984375e+00 -4.225462e-03 -2.841521e-03 2.592877e-05
-7.984049e+00  2.018630e-03  2.093232e-03 8.456489e-06
