# x psi_r psi_i psi2 
-8.000000e+00 -5.130117e-15  1.166041e-15 2.767775e-29
-7.999674e+00  5.678871e-15 -9.917283e-16 3.323311e-29
-7.999349e+00  4.755477e-15  2.401485e-15 2.838170e-29
-7.999023e+00 -4.697294e-15 -3.584475e-15 3.491303e-29
-7.998698e+00 -3.351467e-16 -4.634451e-15 2.159046e-29
-7.998372e+00  4.235941e-15  1.017572e-14 1.214885e-28
-7.998047e+00  9.339471e-15 -3.550537e-15 9.983204e-29
-7.997721e+00 -1.002047e-14 -7.057766e-17 1.004148e-28
-7.997396e+00  1.400129e-14  4.626803e-15 2.174435e-28
-7.997070e+00 -8.659170e-15 -3.011967e-15 8.405317e-29
-7.996745e+00 -1.696749e-15  3.784718e-15 1.720305e-29
-7.996419e+00  3.197323e-15 -2.143328e-15 1.481673e-29
-7.996094e+00 -3.574327e-15 -8.681125e-15 8.813774e-29
-7.995768e+00  1.913145e-15  9.218987e-15 8.864985e-29
-7.995443e+00 -1.377699e-15 -2.204730e-15 6.758890e-30
-7.995117e+00  2.151163e-15 -1.010050e-14 1.066476e-28
-7.994792e+00 -1.155280e-14  6.496335e-15 1.756695e-28
-7.994466e+00  1.602501e-14  9.426997e-16 2.576896e-28
-7.994141e+00 -2.060942e-14 -5.222559e-15 4.520235e-28
-7.993815e+00  1.566665e-14  1.618447e-15 2.480632e-28
-7.993489e+00 -1.878203e-14  4.852303e-15 3.763095e-28
-7.993164e+00  1.762848e-14 -4.684232e-15 3.327052e-28
-7.992838e+00 -1.155578e-14  7.254142e-15 1.861586e-28
-7.992513e+00  8.192770e-15 -2.535847e-15 7.355199e-29
-7.992187e+00 -8.356904e-15  3.777502e-15 8.410736e-29
-7.991862e+00  3.382013e-15 -1.379557e-15 1.334119e-29
-7.991536e+00  3.969358e-15  3.696984e-15 2.942349e-29
-7.991211e+00  9.378681e-16 -3.594815e-15 1.380229e-29
-7.990885e+00 -4.427379e-16 -5.413338e-16 4.890591e-31
-7.990560e+00 -2.389511e-15 -1.033737e-15 6.778376e-30
-7.990234e+00  6.914680e-15 -1.185302e-15 4.921774e-29
-7.989909e+00 -1.750772e-17  2.812797e-15 7.912135e-30
-7.989583e+00 -1.111436e-15  2.859659e-15 9.412937e-30
-7.989258e+00 -4.761562e-15 -1.288253e-14 1.886322e-28
-7.988932e+00  4.491693e-15  5.253662e-15 4.777627e-29
-7.988607e+00  6.563686e-15 -2.023611e-15 4.717697e-29
-7.988281e+00 -2.862361e-15  2.034681e-15 1.233304e-29
-7.987955e+00 -5.876578e-15  5.947279e-16 3.488787e-29
-7.987630e+00  4.686773e-15 -1.154336e-15 2.329833e-29
-7.987304e+00 -1.541544e-14  2.555053e-15 2.441641e-28
-7.986979e+00  1.434291e-14 -4.791876e-15 2.286811e-28
-7.986653e+00 -8.055662e-15  7.000347e-15 1.138985e-28
-7.986328e+00  1.374777e-14 -2.055539e-15 1.932263e-28
-7.986002e+00 -1.630344e-14  4.759987e-16 2.660286e-28
-7.985677e+00  1.080270e-14 -2.705214e-15 1.240166e-28
-7.985351e+00 -9.250553e-15  4.474082e-15 1.055901e-28
-7.985026e+00  4.184888e-16 -7.757596e-15 6.035544e-29
-7.984700e+00  2.040223e-16  4.815887e-15 2.323439e-29
-7.984375e+00  6.384717e-15  4.370521e-15 5.986606e-29
-7.984049e+00 -5.229343e-15 -3.159768e-15 3.733016e-29
-7.983724e+00  2.021016e-15  5.428930e-15 3.355779e-29
-7.983398e+00 -3.893333e-15 -6.634352e-15 5.917266e-29
-7.983073e+00 -8.456412e-16  3.358146e-15 1.199225e-29
-7.982747e+00  7.218500e-15 -6.335227e-15 9.224185e-29
-7.982422e+00 -3.138883e-15  4.413171e-15 2.932867e-29
