# x psi_r psi_i psi2 
-8.000000e+00  2.136577e-03 -3.872940e-04 4.714958e-06
-7.999674e+00 -2.169136e-03 -1.916654e-03 8.378714e-06
-7.999349e+00  1.537571e-03  3.634086e-03 1.557071e-05
-7.999023e+00 -4.350618e-04 -4.239365e-03 1.816150e-05
-7.998698e+00 -8.009681e-04  3.547210e-03 1.322425e-05
-7.998372e+00  1.792117e-03 -1.769411e-03 6.342497e-06
-7.998047e+00 -2.234850e-03 -5.499718e-04 5.297022e-06
-7.997721e+00  1.993457e-03  2.701111e-03 1.126987e-05
-7.997396e+00 -1.141651e-03 -4.025647e-03 1.750920e-05
-7.997070e+00 -5.994233e-05  4.118181e-03 1.696300e-05
-7.996745e+00  1.243527e-03 -2.950351e-03 1.025093e-05
-7.996419e+00 -2.046715e-03  8.795309e-04 4.962616e-06
-7.996094e+00  2.223482e-03  1.460536e-03 7.077036e-06
-7.995768e+00 -1.719528e-03 -3.353682e-03 1.420396e-05
-7.995443e+00  6.889555e-04  4.220499e-03 1.828727e-05
-7.995117e+00  5.528516e-04 -3.795663e-03 1.471270e-05
-7.994792e+00 -1.625745e-03  2.209154e-03 7.523406e-06
-7.994466e+00  2.201184e-03  5.351667e-05 4.848077e-06
-7.994141e+00 -2.102844e-03 -2.299882e-03 9.711406e-06
-7.993815e+00  1.360639e-03  3.842442e-03 1.661570e-05
-7.993489e+00 -2.016310e-04 -4.209077e-03 1.775698e-05
-7.993164e+00 -1.019442e-03  3.287538e-03 1.184717e-05
-7.992838e+00  1.928738e-03 -1.359822e-03 5.569143e-06
-7.992513e+00 -2.247764e-03 -9.841302e-04 6.020954e-06
-7.992187e+00  1.878675e-03  3.026966e-03 1.269194e-05
-7.991862e+00 -9.342803e-04 -4.143467e-03 1.804120e-05
-7.991536e+00 -2.964359e-04  3.991900e-03 1.602314e-05
-7.991211e+00  1.436742e-03 -2.618610e-03 8.921344e-06
-7.990885e+00 -2.137481e-03  4.438513e-04 4.765829e-06
-7.990560e+00  2.183979e-03  1.866818e-03 8.254775e-06
-7.990234e+00 -1.561814e-03 -3.606224e-03 1.544412e-05
-7.989909e+00  4.612855e-04  4.242004e-03 1.820739e-05
-7.989583e+00  7.807901e-04 -3.579543e-03 1.342276e-05
-7.989258e+00 -1.784162e-03  1.821544e-03 6.501257e-06
-7.988932e+00  2.241557e-03  4.939949e-04 5.268608e-06
-7.988607e+00 -2.012776e-03 -2.658422e-03 1.111848e-05
-7.988281e+00  1.167672e-03  4.009312e-03 1.743804e-05
-7.987955e+00  3.518349e-05 -4.133198e-03 1.708456e-05
-7.987630e+00 -1.227609e-03  2.992126e-03 1.045984e-05
-7.987304e+00  2.044512e-03 -9.352790e-04 5.054775e-06
-7.986979e+00 -2.235672e-03 -1.407877e-03 6.980345e-06
-7.986653e+00  1.742383e-03  3.320229e-03 1.405982e-05
-7.986328e+00 -7.154824e-04 -4.216490e-03 1.829070e-05
-7.986002e+00 -5.307718e-04  3.822326e-03 1.489189e-05
-7.985677e+00  1.614872e-03 -2.258329e-03 7.707861e-06
-7.985351e+00 -2.204849e-03  3.121156e-06 4.861370e-06
-7.985026e+00  2.119928e-03  2.253115e-03 9.570623e-06
-7.984700e+00 -1.385917e-03 -3.819861e-03 1.651210e-05
-7.984375e+00  2.273664e-04  4.217592e-03 1.783978e-05
-7.984049e+00  1.001126e-03 -3.324544e-03 1.205485e-05
-7.983724e+00 -1.923450e-03  1.413993e-03 5.699036e-06
-7.983398e+00  2.257126e-03  9.293720e-04 5.958349e-06
-7.983073e+00 -1.899825e-03 -2.988380e-03 1.253975e-05
-7.982747e+00  9.607464e-04  4.132863e-03 1.800359e-05
-7.982422e+00  2.727531e-04 -4.012524e-03 1.617474e-05
-7.982096e+00 -1.423093e-03  2.664150e-03 9.122888e-06
-7.981770e+00  2.138045e-03 -5.003707e-04 4.821609e-06
-7.981445e+00 -2.198588e-03 -1.816617e-03 8.133889e-06
-7.981119e+00  1.585999e-03  3.577706e-03 1.531538e-05
