t    R    T
2.500000e-08 1.000001e+00 1.361404e-46
2.497500e-05 1.000001e+00 4.858683e-46
4.992500e-05 1.000001e+00 1.651533e-45
7.487500e-05 1.000001e+00 3.475927e-45
9.982500e-05 1.000001e+00 6.913163e-45
1.247750e-04 1.000001e+00 4.116122e-43
1.497250e-04 1.000001e+00 5.971959e-39
1.746750e-04 1.000001e+00 1.367855e-35
1.996250e-04 1.000001e+00 6.409145e-33
2.245750e-04 1.000001e+00 6.655087e-31
2.495250e-04 1.000001e+00 1.304849e-29
2.744750e-04 1.000001e+00 8.492774e-29
2.994250e-04 1.000001e+00 1.880030e-28
3.243750e-04 1.000001e+00 2.427650e-28
3.493250e-04 1.000001e+00 2.938287e-28
3.742750e-04 1.000001e+00 3.581710e-28
3.992250e-04 1.000001e+00 3.954969e-28
4.241750e-04 1.000001e+00 4.126420e-28
4.491250e-04 1.000001e+00 4.241523e-28
4.740750e-04 1.000001e+00 4.349650e-28
4.990250e-04 1.000001e+00 4.658765e-28
5.239750e-04 1.000001e+00 5.187026e-28
5.489250e-04 1.000001e+00 6.115969e-28
5.738750e-04 1.000001e+00 6.934684e-28
5.988250e-04 1.000001e+00 7.755779e-28
6.237750e-04 1.000001e+00 8.570782e-28
6.487250e-04 1.000001e+00 9.368716e-28
6.736750e-04 1.000001e+00 1.010637e-27
6.986250e-04 1.000001e+00 1.083089e-27
7.235750e-04 1.000001e+00 1.134160e-27
7.485250e-04 1.000001e+00 1.167947e-27
7.734750e-04 1.000001e+00 1.188417e-27
7.984250e-04 1.000001e+00 1.201375e-27
8.233750e-04 1.000001e+00 1.209534e-27
8.483250e-04 1.000001e+00 1.213728e-27
8.732750e-04 1.000001e+00 1.217974e-27
8.982250e-04 1.000001e+00 1.223411e-27
9.231750e-04 1.000001e+00 1.234067e-27
9.481250e-04 1.000001e+00 1.258398e-27
9.730750e-04 1.000001e+00 1.319970e-27
9.980250e-04 1.000001e+00 1.471301e-27
1.022975e-03 1.000001e+00 1.843142e-27
1.047925e-03 1.000001e+00 2.833592e-27
1.072875e-03 1.000001e+00 5.371904e-27
1.097825e-03 1.000001e+00 1.158712e-26
