# time       norm          energy        x_avg        sx          
0.000000e+00 1.000000e+00  2.882500e+04 -1.000000e+00 7.071068e-02
1.000000e-04 1.000000e+00  2.882500e+04 -9.760000e-01 7.071421e-02
2.000000e-04 1.000000e+00  2.882500e+04 -9.520000e-01 7.072482e-02
3.000000e-04 1.000000e+00  2.882500e+04 -9.280000e-01 7.074249e-02
4.000000e-04 1.000000e+00  2.882500e+04 -9.040000e-01 7.076722e-02
5.000000e-04 1.000000e+00  2.882500e+04 -8.800000e-01 7.079901e-02
6.000000e-04 1.000000e+00  2.882500e+04 -8.560000e-01 7.083784e-02
7.000000e-04 1.000000e+00  2.882500e+04 -8.320000e-01 7.088371e-02
8.000000e-04 1.000000e+00  2.882500e+04 -8.080000e-01 7.093659e-02
9.000000e-04 1.000000e+00  2.882500e+04 -7.840000e-01 7.099648e-02
1.000000e-03 1.000000e+00  2.882500e+04 -7.600000e-01 7.106335e-02
1.100000e-03 1.000000e+00  2.882500e+04 -7.360000e-01 7.113719e-02
1.200000e-03 1.000000e+00  2.882500e+04 -7.120000e-01 7.121798e-02
1.300000e-03 1.000000e+00  2.882500e+04 -6.880000e-01 7.130568e-02
1.400000e-03 1.000000e+00  2.882500e+04 -6.640000e-01 7.140028e-02
1.500000e-03 1.000000e+00  2.882500e+04 -6.400000e-01 7.150175e-02
1.600000e-03 1.000000e+00  2.882500e+04 -6.160000e-01 7.161006e-02
1.700000e-03 1.000000e+00  2.882500e+04 -5.920000e-01 7.172517e-02
1.800000e-03 1.000000e+00  2.882500e+04 -5.680000e-01 7.184706e-02
1.900000e-03 1.000000e+00  2.882500e+04 -5.440000e-01 7.197569e-02
2.000000e-03 1.000000e+00  2.882500e+04 -5.200000e-01 7.211103e-02
2.100000e-03 1.000000e+00  2.882500e+04 -4.960000e-01 7.225303e-02
2.200000e-03 1.000000e+00  2.882500e+04 -4.720000e-01 7.240166e-02
2.300000e-03 1.000000e+00  2.882500e+04 -4.480000e-01 7.255687e-02
2.400000e-03 1.000000e+00  2.882500e+04 -4.240000e-01 7.271864e-02
2.500000e-03 1.000000e+00  2.882500e+04 -4.000000e-01 7.288690e-02
2.600000e-03 1.000000e+00  2.882500e+04 -3.760000e-01 7.306161e-02
2.700000e-03 1.000000e+00  2.882500e+04 -3.520000e-01 7.324270e-02
2.800000e-03 1.000000e+00  2.882500e+04 -3.280001e-01 7.343001e-02
2.900000e-03 1.000000e+00  2.882501e+04 -3.040002e-01 7.362305e-02
3.000000e-03 1.000000e+00  2.882503e+04 -2.800010e-01 7.382029e-02
3.100000e-03 1.000000e+00  2.882511e+04 -2.560037e-01 7.401722e-02
3.200000e-03 1.000000e+00  2.882533e+04 -2.320124e-01 7.420239e-02
3.300000e-03 1.000000e+00  2.882587e+04 -2.080374e-01 7.435049e-02
3.400000e-03 1.000000e+00  2.882706e+04 -1.841023e-01 7.441400e-02
3.500000e-03 1.000000e+00  2.882942e+04 -1.602532e-01 7.431877e-02
3.600000e-03 1.000000e+00  2.883360e+04 -1.365694e-01 7.397340e-02
3.700000e-03 1.000000e+00  2.884031e+04 -1.131682e-01 7.330241e-02
3.800000e-03 1.000000e+00  2.885021e+04 -9.019643e-02 7.230393e-02
3.900000e-03 1.000000e+00  2.886376e+04 -6.780404e-02 7.111631e-02
4.000000e-03 1.000000e+00  2.888130e+04 -4.610437e-02 7.006076e-02
4.100000e-03 1.000000e+00  2.890297e+04 -2.513540e-02 6.962088e-02
4.200000e-03 1.000000e+00  2.892872e+04 -4.841290e-03 7.033654e-02
4.300000e-03 1.000000e+00  2.895799e+04  1.491491e-02 7.264019e-02
4.400000e-03 1.000000e+00  2.898952e+04  3.431214e-02 7.672494e-02
4.500000e-03 1.000000e+00  2.902135e+04  5.352385e-02 8.252979e-02
4.600000e-03 1.000000e+00  2.905116e+04  7.268224e-02 8.983250e-02
4.700000e-03 1.000000e+00  2.907689e+04  9.186489e-02 9.836441e-02
4.800000e-03 1.000000e+00  2.909722e+04  1.111017e-01 1.078819e-01
4.900000e-03 1.000000e+00  2.911178e+04  1.303923e-01 1.181880e-01
5.000000e-03 1.000000e+00  2.912106e+04  1.497232e-01 1.291274e-01
5.100000e-03 1.000000e+00  2.912614e+04  1.690793e-01 1.405753e-01
5.200000e-03 1.000000e+00  2.912836e+04  1.884490e-01 1.524293e-01
5.300000e-03 1.000000e+00  2.912901e+04  2.078250e-01 1.646061e-01
5.400000e-03 1.000000e+00  2.912912e+04  2.272033e-01 1.770394e-01
5.500000e-03 1.000000e+00  2.912931e+04  2.465816e-01 1.896799e-01
5.600000e-03 1.000000e+00  2.912977e+04  2.659590e-01 2.024921e-01
5.700000e-03 1.000000e+00  2.913043e+04  2.853350e-01 2.154520e-01
5.800000e-03 1.000000e+00  2.913110e+04  3.047097e-01 2.285433e-01
5.900000e-03 1.000000e+00  2.913166e+04  3.240833e-01 2.417544e-01
6.000000e-03 1.000000e+00  2.913206e+04  3.434561e-01 2.550756e-01
6.100000e-03 1.000000e+00  2.913231e+04  3.628283e-01 2.684975e-01
6.200000e-03 1.000000e+00  2.913245e+04  3.822001e-01 2.820109e-01
6.300000e-03 1.000000e+00  2.913252e+04  4.015716e-01 2.956060e-01
6.400000e-03 1.000000e+00  2.913255e+04  4.209431e-01 3.092730e-01
6.500000e-03 1.000000e+00  2.913256e+04  4.403146e-01 3.230017e-01
6.600000e-03 1.000000e+00  2.913256e+04  4.596864e-01 3.367828e-01
6.700000e-03 1.000000e+00  2.913256e+04  4.790586e-01 3.506072e-01
6.800000e-03 1.000000e+00  2.913256e+04  4.984314e-01 3.644663e-01
6.900000e-03 1.000000e+00  2.913256e+04  5.178053e-01 3.783525e-01
7.000000e-03 1.000000e+00  2.913256e+04  5.371805e-01 3.922587e-01
7.100000e-03 1.000000e+00  2.913256e+04  5.565570e-01 4.061784e-01
7.200000e-03 1.000000e+00  2.913256e+04  5.759349e-01 4.201065e-01
7.300000e-03 1.000000e+00  2.913256e+04  5.953136e-01 4.340388e-01
7.400000e-03 1.000000e+00  2.913256e+04  6.146925e-01 4.479728e-01
7.500000e-03 1.000000e+00  2.913256e+04  6.340710e-01 4.619075e-01
7.600000e-03 1.000000e+00  2.913256e+04  6.534485e-01 4.758438e-01
7.700000e-03 1.000000e+00  2.913256e+04  6.728247e-01 4.897844e-01
7.800000e-03 1.000000e+00  2.913256e+04  6.921996e-01 5.037326e-01
7.900000e-03 1.000000e+00  2.913256e+04  7.115734e-01 5.176921e-01
8.000000e-03 1.000000e+00  2.913256e+04  7.309462e-01 5.316661e-01
8.100000e-03 1.000000e+00  2.913256e+04  7.503185e-01 5.456568e-01
8.200000e-03 1.000000e+00  2.913255e+04  7.696904e-01 5.596658e-01
8.300000e-03 1.000000e+00  2.913255e+04  7.890620e-01 5.736930e-01
8.400000e-03 1.000000e+00  2.913255e+04  8.084335e-01 5.877378e-01
8.500000e-03 1.000000e+00  2.913255e+04  8.278050e-01 6.017985e-01
8.600000e-03 1.000000e+00  2.913255e+04  8.471767e-01 6.158730e-01
8.700000e-03 1.000000e+00  2.913255e+04  8.665487e-01 6.299586e-01
8.800000e-03 1.000000e+00  2.913255e+04  8.859215e-01 6.440526e-01
8.900000e-03 1.000000e+00  2.913255e+04  9.052951e-01 6.581520e-01
9.000000e-03 1.000000e+00  2.913255e+04  9.246701e-01 6.722539e-01
9.100000e-03 1.000000e+00  2.913255e+04  9.440464e-01 6.863556e-01
9.200000e-03 1.000000e+00  2.913255e+04  9.634240e-01 7.004546e-01
9.300000e-03 1.000000e+00  2.913255e+04  9.828026e-01 7.145493e-01
9.400000e-03 1.000000e+00  2.913255e+04  1.002182e+00 7.286387e-01
9.500000e-03 1.000000e+00  2.913255e+04  1.021560e+00 7.427229e-01
9.600000e-03 1.000000e+00  2.913255e+04  1.040938e+00 7.568029e-01
9.700000e-03 1.000000e+00  2.913255e+04  1.060314e+00 7.708806e-01
9.800000e-03 1.000000e+00  2.913255e+04  1.079689e+00 7.849585e-01
9.900000e-03 1.000000e+00  2.913255e+04  1.099063e+00 7.990392e-01
1.000000e-02 1.000000e+00  2.913255e+04  1.118436e+00 8.131253e-01
1.010000e-02 1.000000e+00  2.913255e+04  1.137809e+00 8.272185e-01
1.020000e-02 1.000000e+00  2.913254e+04  1.157181e+00 8.413204e-01
1.030000e-02 1.000000e+00  2.913254e+04  1.176552e+00 8.554315e-01
1.040000e-02 1.000000e+00  2.913254e+04  1.195924e+00 8.695518e-01
1.050000e-02 1.000000e+00  2.913254e+04  1.215295e+00 8.836806e-01
1.060000e-02 1.000000e+00  2.913254e+04  1.234667e+00 8.978168e-01
1.070000e-02 1.000000e+00  2.913254e+04  1.254039e+00 9.119588e-01
1.080000e-02 1.000000e+00  2.913254e+04  1.273412e+00 9.261050e-01
1.090000e-02 1.000000e+00  2.913254e+04  1.292785e+00 9.402534e-01
1.100000e-02 1.000000e+00  2.913254e+04  1.312160e+00 9.544019e-01
1.110000e-02 1.000000e+00  2.913254e+04  1.331536e+00 9.685486e-01
1.120000e-02 1.000000e+00  2.913254e+04  1.350913e+00 9.826919e-01
1.130000e-02 1.000000e+00  2.913254e+04  1.370292e+00 9.968307e-01
1.140000e-02 1.000000e+00  2.913254e+04  1.389671e+00 1.010964e+00
1.150000e-02 1.000000e+00  2.913254e+04  1.409049e+00 1.025093e+00
1.160000e-02 1.000000e+00  2.913254e+04  1.428427e+00 1.039218e+00
1.170000e-02 1.000000e+00  2.913254e+04  1.447804e+00 1.053340e+00
1.180000e-02 1.000000e+00  2.913254e+04  1.467179e+00 1.067461e+00
1.190000e-02 1.000000e+00  2.913254e+04  1.486553e+00 1.081583e+00
1.200000e-02 1.000000e+00  2.913254e+04  1.505927e+00 1.095708e+00
