# x psi_r psi_i psi2 
-8.000000e+00 -8.387333e-05  6.091780e-05 1.074571e-08
-7.999674e+00  2.794628e-04 -1.440740e-04 9.885678e-08
-7.999349e+00 -3.896513e-04  1.832166e-04 1.853965e-07
-7.999023e+00  3.807676e-04 -1.663975e-04 1.726721e-07
-7.998698e+00 -2.555274e-04  9.876147e-05 7.504808e-08
-7.998372e+00  5.220306e-05 -9.725014e-07 2.726106e-09
-7.998047e+00  1.670721e-04 -9.709936e-05 3.734136e-08
-7.997721e+00 -3.352909e-04  1.655020e-04 1.398109e-07
-7.997396e+00  4.010487e-04 -1.833489e-04 1.944569e-07
-7.997070e+00 -3.442519e-04  1.451968e-04 1.395915e-07
-7.996745e+00  1.822576e-04 -6.270567e-05 3.714982e-08
-7.996419e+00  3.543054e-05 -3.892446e-05 2.770437e-09
-7.996094e+00 -2.422899e-04  1.286521e-04 7.525575e-08
-7.995768e+00  3.751077e-04 -1.790752e-04 1.727737e-07
-7.995443e+00 -3.932974e-04  1.747998e-04 1.852378e-07
-7.995117e+00  2.913015e-04 -1.171396e-04 9.857824e-08
-7.994792e+00 -1.002892e-04  2.371206e-05 1.062019e-08
-7.994466e+00 -1.213684e-04  7.694391e-05 2.065064e-08
-7.994141e+00  3.059360e-04 -1.540860e-04 1.173393e-07
-7.993815e+00 -3.970129e-04  1.841578e-04 1.915334e-07
-7.993489e+00  3.667683e-04 -1.579817e-04 1.594772e-07
-7.993164e+00 -2.244453e-04  8.356024e-05 5.735799e-08
-7.992838e+00  1.353639e-05  1.637062e-05 4.512308e-10
-7.992513e+00  2.015074e-04 -1.112874e-04 5.299012e-08
-7.992187e+00 -3.549720e-04  1.722024e-04 1.556588e-07
-7.991862e+00  3.999616e-04 -1.805165e-04 1.925555e-07
-7.991536e+00 -3.227289e-04  1.336979e-04 1.220291e-07
-7.991211e+00  1.468759e-04 -4.605341e-05 2.369344e-08
-7.990885e+00  7.385878e-05 -5.564369e-05 8.551340e-09
-7.990560e+00 -2.720217e-04  1.403322e-04 9.368892e-08
-7.990234e+00  3.870576e-04 -1.821498e-04 1.829921e-07
-7.989909e+00 -3.838139e-04  1.683312e-04 1.756485e-07
-7.989583e+00  2.632827e-04 -1.031046e-04 7.994834e-08
-7.989258e+00 -6.229736e-05  6.398228e-06 3.921899e-09
-7.988932e+00 -1.577236e-04  9.224846e-05 3.338650e-08
-7.988607e+00  3.295450e-04 -1.627075e-04 1.350737e-07
-7.988281e+00 -4.006614e-04  1.834642e-04 1.941887e-07
-7.987955e+00  3.493415e-04 -1.481862e-04 1.439986e-07
-7.987630e+00 -1.912686e-04  6.765575e-05 4.116097e-08
-7.987304e+00 -2.525180e-05  3.352595e-05 1.761643e-09
-7.986979e+00  2.340541e-04 -1.244541e-04 7.027013e-08
-7.986653e+00 -3.713315e-04  1.773600e-04 1.693437e-07
-7.986328e+00  3.951349e-04 -1.760909e-04 1.871396e-07
-7.986002e+00 -2.981911e-04  1.210421e-04 1.035691e-07
-7.985677e+00  1.101254e-04 -2.903381e-05 1.297058e-08
-7.985351e+00  1.115915e-04 -7.182868e-05 1.761201e-08
-7.985026e+00 -2.992062e-04  1.507397e-04 1.122468e-07
-7.984700e+00  3.953868e-04 -1.836023e-04 1.900405e-07
-7.984375e+00 -3.707428e-04  1.603863e-04 1.631740e-07
-7.984049e+00  2.328057e-04 -8.819013e-05 6.197599e-08
-7.983724e+00 -2.372782e-05 -1.092994e-05 6.824733e-10
