# x psi_r psi_i psi2 
-8.000000e+00  2.301716e-03  2.718949e-03 1.269058e-05
-7.999674e+00 -2.705370e-03 -8.658061e-03 8.228104e-05
-7.999349e+00  2.285190e-03  1.196120e-02 1.482925e-04
-7.999023e+00 -1.168871e-03 -1.162284e-02 1.364567e-04
-7.998698e+00 -3.038242e-04  7.746068e-03 6.009388e-05
-7.998372e+00  1.684481e-03 -1.511201e-03 5.121204e-06
-7.998047e+00 -2.552563e-03 -5.183584e-03 3.338513e-05
-7.997721e+00  2.643508e-03  1.030014e-02 1.130810e-04
-7.997396e+00 -1.929355e-03 -1.228083e-02 1.545413e-04
-7.997070e+00  6.273421e-04  1.052275e-02 1.111218e-04
-7.996745e+00  8.661776e-04 -5.561195e-03 3.167715e-05
-7.996419e+00 -2.096389e-03 -1.093272e-03 5.590093e-06
-7.996094e+00  2.688522e-03  7.414750e-03 6.220666e-05
-7.995768e+00 -2.462015e-03 -1.147876e-02 1.378234e-04
-7.995443e+00  1.485581e-03  1.204811e-02 1.473640e-04
-7.995117e+00 -5.635932e-05 -8.949572e-03 8.009802e-05
-7.994792e+00 -1.390508e-03  3.126527e-03 1.170868e-05
-7.994466e+00  2.414356e-03  3.648208e-03 1.913854e-05
-7.994141e+00 -2.703213e-03 -9.312134e-03 9.402320e-05
-7.993815e+00  2.168855e-03  1.214097e-02 1.521071e-04
-7.993489e+00 -9.737541e-04 -1.127359e-02 1.280419e-04
-7.993164e+00 -5.183212e-04  6.974130e-03 4.890714e-05
-7.992838e+00  1.853033e-03 -5.515977e-04 3.737989e-06
-7.992513e+00 -2.623817e-03 -6.038707e-03 4.335040e-05
-7.992187e+00  2.595730e-03  1.079045e-02 1.231716e-04
-7.991862e+00 -1.777058e-03 -1.225707e-02 1.533938e-04
-7.991536e+00  4.168774e-04  9.992160e-03 1.000170e-04
-7.991211e+00  1.070725e-03 -4.685323e-03 2.309871e-05
-7.990885e+00 -2.232717e-03 -2.047769e-03 9.178380e-06
-7.990560e+00  2.715084e-03  8.157282e-03 7.391293e-05
-7.990234e+00 -2.370686e-03 -1.178327e-02 1.444657e-04
-7.989909e+00  1.304139e-03  1.182192e-02 1.414586e-04
-7.989583e+00  1.599624e-04 -8.261541e-03 6.827864e-05
-7.989258e+00 -1.575833e-03  2.186134e-03 7.262432e-06
-7.988932e+00  2.512229e-03  4.554664e-03 2.705626e-05
-7.988607e+00 -2.683794e-03 -9.908692e-03 1.053849e-04
-7.988281e+00  2.038021e-03  1.224602e-02 1.541186e-04
-7.987955e+00 -7.713173e-04 -1.085516e-02 1.184295e-04
-7.987630e+00 -7.307261e-04  6.159626e-03 3.847496e-05
-7.987304e+00  2.010715e-03  4.110085e-04 4.211901e-06
-7.986979e+00 -2.678732e-03 -6.856357e-03 5.418523e-05
-7.986653e+00  2.531117e-03  1.121422e-02 1.321653e-04
-7.986328e+00 -1.612559e-03 -1.215796e-02 1.504164e-04
-7.986002e+00  2.025622e-04  9.400354e-03 8.840769e-05
-7.985677e+00  1.269597e-03 -3.781002e-03 1.590786e-05
-7.985351e+00 -2.355569e-03 -2.989286e-03 1.448453e-05
-7.985026e+00  2.724472e-03  8.849361e-03 8.573393e-05
-7.984700e+00 -2.263714e-03 -1.201522e-02 1.494900e-04
-7.984375e+00  1.113351e-03  1.152314e-02 1.340222e-04
-7.984049e+00  3.764848e-04 -7.522999e-03 5.673725e-05
-7.983724e+00 -1.752150e-03  1.232686e-03 4.589543e-06
-7.983398e+00  2.594625e-03  5.432746e-03 3.624681e-05
-7.983073e+00 -2.647142e-03 -1.044409e-02 1.160863e-04
-7.982747e+00  1.893445e-03  1.227574e-02 1.542790e-04
-7.982422e+00 -5.628183e-04 -1.037017e-02 1.078572e-04
-7.982096e+00 -9.396655e-04  5.307589e-03 2.905347e-05
-7.981770e+00  2.156456e-03  1.370691e-03 6.529097e-06
-7.981445e+00 -2.716865e-03 -7.631516e-03 6.562139e-05
-7.981119e+00  2.449993e-03  1.156887e-02 1.398413e-04
-7.980794e+00 -1.436846e-03 -1.198415e-02 1.456843e-04
-7.980468e+00 -1.425087e-05  8.751000e-03 7.658021e-05
-7.980143e+00  1.461488e-03 -2.853811e-03 1.028018e-05
-7.979817e+00 -2.464083e-03 -3.912035e-03 2.137572e-05
-7.979492e+00  2.716532e-03  9.486745e-03 9.737788e-05
-7.979166e+00 -2.141700e-03 -1.217321e-02 1.527738e-04
-7.978841e+00  9.143881e-04  1.115363e-02 1.252396e-04
-7.978515e+00  5.918208e-04 -6.738513e-03 4.575781e-05
-7.978190e+00 -1.918278e-03  2.720567e-04 3.753806e-06
-7.977864e+00  2.660930e-03  6.277061e-03 4.648204e-05
-7.977539e+00 -2.593397e-03 -1.091505e-02 1.258640e-04
-7.977213e+00  1.735981e-03  1.222998e-02 1.525860e-04
-7.976888e+00 -3.495603e-04 -9.821629e-03 9.658658e-05
-7.976562e+00 -1.143781e-03  4.423278e-03 2.087362e-05
-7.976236e+00  2.289257e-03  2.321543e-03 1.063026e-05
-7.975911e+00 -2.737880e-03 -8.359431e-03 7.737607e-05
-7.975585e+00  2.352785e-03  1.185225e-02 1.460114e-04
