t    R    T
0.000000e+00 1.000000e+00 1.359748e-46
1.000000e-04 1.000000e+00 2.614508e-27
2.000000e-04 1.000000e+00 1.067108e-26
3.000000e-04 1.000000e+00 2.322198e-26
4.000000e-04 1.000000e+00 4.063316e-26
5.000000e-04 1.000000e+00 6.308845e-26
6.000000e-04 1.000000e+00 9.039279e-26
7.000000e-04 1.000000e+00 1.227123e-25
8.000000e-04 1.000000e+00 3.739543e-25
9.000000e-04 1.000000e+00 3.561174e-23
1.000000e-03 1.000000e+00 4.579379e-21
1.100000e-03 1.000000e+00 4.615507e-19
1.200000e-03 1.000000e+00 3.622077e-17
1.300000e-03 1.000000e+00 2.211752e-15
1.400000e-03 1.000000e+00 1.050734e-13
1.500000e-03 1.000000e+00 3.884492e-12
1.600000e-03 1.000000e+00 1.118250e-10
1.700000e-03 1.000000e+00 2.509341e-09
1.800000e-03 9.999997e-01 4.395776e-08
1.900000e-03 9.999968e-01 6.022913e-07
2.000000e-03 9.999711e-01 6.470441e-06
2.100000e-03 9.997918e-01 5.466754e-05
2.200000e-03 9.988121e-01 3.645850e-04
2.300000e-03 9.946108e-01 1.927975e-03
2.400000e-03 9.804351e-01 8.129055e-03
2.500000e-03 9.427128e-01 2.751630e-02
2.600000e-03 8.633414e-01 7.541960e-02
2.700000e-03 7.309350e-01 1.692287e-01
2.800000e-03 5.553240e-01 3.152641e-01
2.900000e-03 3.696096e-01 4.965557e-01
3.000000e-03 2.125501e-01 6.766261e-01
3.100000e-03 1.060174e-01 8.202263e-01
3.200000e-03 4.789371e-02 9.124997e-01
3.300000e-03 2.231548e-02 9.604539e-01
3.400000e-03 1.321384e-02 9.806878e-01
3.500000e-03 1.058965e-02 9.876468e-01
3.600000e-03 9.975845e-03 9.896056e-01
3.700000e-03 9.859516e-03 9.900586e-01
3.800000e-03 9.841937e-03 9.901448e-01
3.900000e-03 9.840136e-03 9.901581e-01
4.000000e-03 9.840322e-03 9.901595e-01
4.100000e-03 9.840621e-03 9.901594e-01
4.200000e-03 9.840816e-03 9.901592e-01
4.300000e-03 9.840910e-03 9.901591e-01
4.400000e-03 9.840932e-03 9.901591e-01
4.500000e-03 9.840891e-03 9.901591e-01
4.600000e-03 9.840766e-03 9.901592e-01
4.700000e-03 9.840527e-03 9.901594e-01
4.800000e-03 9.840172e-03 9.901597e-01
4.900000e-03 9.839753e-03 9.901601e-01
5.000000e-03 9.839355e-03 9.901605e-01
5.100000e-03 9.839052e-03 9.901609e-01
5.200000e-03 9.838866e-03 9.901611e-01
5.300000e-03 9.838776e-03 9.901612e-01
5.400000e-03 9.838751e-03 9.901612e-01
5.500000e-03 9.838780e-03 9.901612e-01
5.600000e-03 9.838881e-03 9.901611e-01
5.700000e-03 9.839089e-03 9.901609e-01
5.800000e-03 9.839417e-03 9.901606e-01
5.900000e-03 9.839829e-03 9.901602e-01
6.000000e-03 9.840243e-03 9.901598e-01
6.100000e-03 9.840576e-03 9.901594e-01
6.200000e-03 9.840791e-03 9.901592e-01
6.300000e-03 9.840900e-03 9.901591e-01
6.400000e-03 9.840933e-03 9.901591e-01
6.500000e-03 9.840903e-03 9.901591e-01
6.600000e-03 9.840794e-03 9.901591e-01
6.700000e-03 9.840575e-03 9.901593e-01
6.800000e-03 9.840237e-03 9.901596e-01
6.900000e-03 9.839823e-03 9.901600e-01
7.000000e-03 9.839416e-03 9.901605e-01
7.100000e-03 9.839094e-03 9.901608e-01
7.200000e-03 9.838889e-03 9.901611e-01
7.300000e-03 9.838786e-03 9.901612e-01
7.400000e-03 9.838751e-03 9.901612e-01
7.500000e-03 9.838771e-03 9.901612e-01
7.600000e-03 9.838858e-03 9.901611e-01
7.700000e-03 9.839046e-03 9.901610e-01
7.800000e-03 9.839355e-03 9.901606e-01
7.900000e-03 9.839758e-03 9.901602e-01
8.000000e-03 9.840178e-03 9.901598e-01
8.100000e-03 9.840528e-03 9.901595e-01
8.200000e-03 9.840763e-03 9.901592e-01
8.300000e-03 9.840888e-03 9.901591e-01
8.400000e-03 9.840932e-03 9.901591e-01
8.500000e-03 9.840913e-03 9.901591e-01
8.600000e-03 9.840818e-03 9.901591e-01
8.700000e-03 9.840620e-03 9.901593e-01
8.800000e-03 9.840300e-03 9.901596e-01
8.900000e-03 9.839894e-03 9.901600e-01
9.000000e-03 9.839479e-03 9.901604e-01
9.100000e-03 9.839140e-03 9.901608e-01
9.200000e-03 9.838916e-03 9.901610e-01
9.300000e-03 9.838797e-03 9.901612e-01
9.400000e-03 9.838753e-03 9.901612e-01
9.500000e-03 9.838764e-03 9.901612e-01
9.600000e-03 9.838838e-03 9.901612e-01
9.700000e-03 9.839006e-03 9.901610e-01
9.800000e-03 9.839296e-03 9.901607e-01
9.900000e-03 9.839687e-03 9.901603e-01
1.000000e-02 9.840111e-03 9.901599e-01
1.010000e-02 9.840477e-03 9.901595e-01
1.020000e-02 9.840732e-03 9.901593e-01
1.030000e-02 9.840874e-03 9.901591e-01
1.040000e-02 9.840929e-03 9.901591e-01
1.050000e-02 9.840920e-03 9.901591e-01
1.060000e-02 9.840840e-03 9.901591e-01
1.070000e-02 9.840661e-03 9.901593e-01
1.080000e-02 9.840361e-03 9.901595e-01
1.090000e-02 9.839964e-03 9.901599e-01
1.100000e-02 9.839545e-03 9.901603e-01
1.110000e-02 9.839189e-03 9.901607e-01
1.120000e-02 9.838945e-03 9.901610e-01
1.130000e-02 9.838811e-03 9.901612e-01
1.140000e-02 9.838757e-03 9.901612e-01
1.150000e-02 9.838758e-03 9.901612e-01
1.160000e-02 9.838820e-03 9.901612e-01
1.170000e-02 9.838970e-03 9.901610e-01
1.180000e-02 9.839239e-03 9.901608e-01
1.190000e-02 9.839618e-03 9.901604e-01
1.200000e-02 9.840042e-03 9.901600e-01
