t    R    T
2.500000e-08 1.000001e+00 1.361611e-46
2.497500e-05 1.000001e+00 5.611635e-46
4.992500e-05 1.000001e+00 2.061300e-45
7.487500e-05 1.000001e+00 4.935394e-45
9.982500e-05 1.000001e+00 1.236674e-44
1.247750e-04 1.000001e+00 4.847629e-43
1.497250e-04 1.000001e+00 1.090937e-38
1.746750e-04 1.000001e+00 2.756181e-35
1.996250e-04 1.000001e+00 5.507861e-33
2.245750e-04 1.000001e+00 8.793563e-31
2.495250e-04 1.000001e+00 1.443722e-29
2.744750e-04 1.000001e+00 6.421182e-29
2.994250e-04 1.000001e+00 1.514460e-28
3.243750e-04 1.000001e+00 2.147077e-28
3.493250e-04 1.000001e+00 2.862686e-28
3.742750e-04 1.000001e+00 3.578420e-28
3.992250e-04 1.000001e+00 4.093755e-28
4.241750e-04 1.000001e+00 4.323961e-28
4.491250e-04 1.000001e+00 4.494553e-28
4.740750e-04 1.000001e+00 4.649979e-28
4.990250e-04 1.000001e+00 4.872545e-28
5.239750e-04 1.000001e+00 5.218886e-28
5.489250e-04 1.000001e+00 6.065240e-28
5.738750e-04 1.000001e+00 7.347363e-28
5.988250e-04 1.000001e+00 8.909483e-28
6.237750e-04 1.000001e+00 1.063336e-27
6.487250e-04 1.000001e+00 1.223723e-27
6.736750e-04 1.000001e+00 1.329704e-27
6.986250e-04 1.000001e+00 1.396983e-27
7.235750e-04 1.000001e+00 1.442521e-27
7.485250e-04 1.000001e+00 1.464153e-27
7.734750e-04 1.000001e+00 1.481862e-27
7.984250e-04 1.000001e+00 1.497794e-27
8.233750e-04 1.000001e+00 1.518044e-27
8.483250e-04 1.000001e+00 1.560504e-27
8.732750e-04 1.000001e+00 1.669968e-27
8.982250e-04 1.000001e+00 1.980703e-27
9.231750e-04 1.000001e+00 2.888300e-27
9.481250e-04 1.000001e+00 5.439754e-27
9.730750e-04 1.000001e+00 1.263523e-26
9.980250e-04 1.000001e+00 3.298208e-26
1.022975e-03 1.000001e+00 8.898292e-26
1.047925e-03 1.000001e+00 2.433505e-25
1.072875e-03 1.000001e+00 6.650782e-25
1.097825e-03 1.000001e+00 1.797688e-24
1.122775e-03 1.000001e+00 4.830455e-24
1.147725e-03 1.000001e+00 1.287029e-23
1.172675e-03 1.000001e+00 3.392742e-23
1.197625e-03 1.000001e+00 8.868039e-23
1.222575e-03 1.000001e+00 2.296555e-22
1.247525e-03 1.000001e+00 5.890196e-22
1.272475e-03 1.000001e+00 1.496889e-21
1.297425e-03 1.000001e+00 3.768568e-21
1.322375e-03 1.000001e+00 9.398515e-21
1.347325e-03 1.000001e+00 2.322032e-20
1.372275e-03 1.000001e+00 5.683099e-20
1.397225e-03 1.000001e+00 1.377855e-19
1.422175e-03 1.000001e+00 3.309196e-19
1.447125e-03 1.000001e+00 7.872949e-19
1.472075e-03 1.000001e+00 1.855428e-18
1.497025e-03 1.000001e+00 4.331513e-18
1.521975e-03 1.000001e+00 1.001661e-17
1.546925e-03 1.000001e+00 2.294486e-17
1.571875e-03 1.000001e+00 5.206321e-17
1.596825e-03 1.000001e+00 1.170187e-16
1.621775e-03 1.000001e+00 2.605297e-16
1.646725e-03 1.000001e+00 5.745601e-16
1.671675e-03 1.000001e+00 1.255131e-15
1.696625e-03 1.000001e+00 2.715922e-15
1.721575e-03 1.000001e+00 5.821301e-15
1.746525e-03 1.000001e+00 1.235941e-14
1.771475e-03 1.000001e+00 2.599265e-14
1.796425e-03 1.000001e+00 5.414764e-14
1.821375e-03 1.000001e+00 1.117341e-13
1.846325e-03 1.000001e+00 2.283867e-13
1.871275e-03 1.000001e+00 4.624201e-13
1.896225e-03 1.000001e+00 9.274392e-13
1.921175e-03 1.000001e+00 1.842552e-12
1.946125e-03 1.000001e+00 3.626124e-12
1.971075e-03 1.000001e+00 7.068990e-12
1.996025e-03 1.000001e+00 1.365110e-11
2.020975e-03 1.000001e+00 2.611422e-11
2.045925e-03 1.000001e+00 4.948694e-11
2.070875e-03 1.000001e+00 9.289934e-11
2.095825e-03 1.000001e+00 1.727620e-10
2.120775e-03 1.000001e+00 3.182754e-10
2.145725e-03 1.000001e+00 5.808752e-10
2.170675e-03 1.000001e+00 1.050252e-09
2.195625e-03 1.000001e+00 1.881231e-09
2.220575e-03 1.000001e+00 3.338374e-09
2.245525e-03 1.000001e+00 5.869212e-09
2.270475e-03 1.000001e+00 1.022314e-08
2.295425e-03 1.000001e+00 1.764233e-08
2.320375e-03 1.000001e+00 3.016503e-08
2.345325e-03 1.000000e+00 5.110181e-08
2.370275e-03 1.000000e+00 8.577540e-08
2.395225e-03 9.999998e-01 1.426569e-07
2.420175e-03 9.999992e-01 2.350912e-07
2.445125e-03 9.999982e-01 3.838875e-07
2.470075e-03 9.999967e-01 6.211639e-07
2.495025e-03 9.999944e-01 9.959888e-07
2.519975e-03 9.999910e-01 1.582560e-06
2.544925e-03 9.999859e-01 2.491930e-06
2.569875e-03 9.999783e-01 3.888602e-06
2.594825e-03 9.999672e-01 6.013763e-06
2.619775e-03 9.999510e-01 9.217385e-06
2.644725e-03 9.999276e-01 1.400205e-05
2.669675e-03 9.998943e-01 2.108201e-05
2.694625e-03 9.998472e-01 3.146184e-05
2.719575e-03 9.997811e-01 4.653966e-05
2.744525e-03 9.996895e-01 6.824093e-05
2.769475e-03 9.995633e-01 9.918952e-05
2.794425e-03 9.993913e-01 1.429232e-04
2.819375e-03 9.991591e-01 2.041611e-04
2.844325e-03 9.988481e-01 2.891310e-04
2.869275e-03 9.984356e-01 4.059630e-04
2.894225e-03 9.978934e-01 5.651551e-04
2.919175e-03 9.971871e-01 7.801137e-04
2.944125e-03 9.962752e-01 1.067770e-03
2.969075e-03 9.951085e-01 1.449268e-03
2.994025e-03 9.936290e-01 1.950708e-03
3.018975e-03 9.917695e-01 2.603943e-03
3.043925e-03 9.894530e-01 3.447382e-03
3.068875e-03 9.865929e-01 4.526790e-03
3.093825e-03 9.830925e-01 5.896027e-03
3.118775e-03 9.788460e-01 7.617678e-03
3.143725e-03 9.737395e-01 9.763526e-03
3.168675e-03 9.676520e-01 1.241479e-02
3.193625e-03 9.604581e-01 1.566209e-02
3.218575e-03 9.520302e-01 1.960504e-02
3.243525e-03 9.422414e-01 2.435139e-02
3.268475e-03 9.309697e-01 3.001585e-02
3.293425e-03 9.181011e-01 3.671820e-02
3.318375e-03 9.035343e-01 4.458109e-02
3.343325e-03 8.871851e-01 5.372727e-02
3.368275e-03 8.689903e-01 6.427630e-02
3.393225e-03 8.489117e-01 7.634105e-02
3.418175e-03 8.269398e-01 9.002370e-02
3.443125e-03 8.030966e-01 1.054118e-01
3.468075e-03 7.774377e-01 1.225743e-01
3.493025e-03 7.500531e-01 1.415575e-01
3.517975e-03 7.210676e-01 1.623818e-01
3.542925e-03 6.906393e-01 1.850386e-01
3.567875e-03 6.589572e-01 2.094881e-01
3.592825e-03 6.262380e-01 2.356580e-01
3.617775e-03 5.927215e-01 2.634432e-01
3.642725e-03 5.586652e-01 2.927062e-01
3.667675e-03 5.243384e-01 3.232790e-01
3.692625e-03 4.900157e-01 3.549661e-01
3.717575e-03 4.559704e-01 3.875479e-01
3.742525e-03 4.224683e-01 4.207859e-01
3.767475e-03 3.897612e-01 4.544274e-01
3.792425e-03 3.580813e-01 4.882119e-01
3.817375e-03 3.276371e-01 5.218768e-01
3.842325e-03 2.986086e-01 5.551639e-01
3.867275e-03 2.711453e-01 5.878249e-01
3.892225e-03 2.453643e-01 6.196272e-01
3.917175e-03 2.213492e-01 6.503584e-01
3.942125e-03 1.991512e-01 6.798306e-01
3.967075e-03 1.787903e-01 7.078836e-01
3.992025e-03 1.602572e-01 7.343867e-01
4.016975e-03 1.435165e-01 7.592399e-01
4.041925e-03 1.285097e-01 7.823744e-01
4.066875e-03 1.151593e-01 8.037514e-01
4.091825e-03 1.033725e-01 8.233608e-01
4.116775e-03 9.304478e-02 8.412187e-01
4.141725e-03 8.406381e-02 8.573648e-01
4.166675e-03 7.631288e-02 8.718590e-01
4.191625e-03 6.967398e-02 8.847782e-01
4.216575e-03 6.403046e-02 8.962124e-01
4.241525e-03 5.926929e-02 9.062616e-01
4.266475e-03 5.528291e-02 9.150322e-01
4.291425e-03 5.197053e-02 9.226341e-01
4.316375e-03 4.923915e-02 9.291779e-01
4.341325e-03 4.700406e-02 9.347727e-01
4.366275e-03 4.518916e-02 9.395238e-01
4.391225e-03 4.372687e-02 9.435314e-01
4.416175e-03 4.255789e-02 9.468894e-01
4.441125e-03 4.163076e-02 9.496846e-01
4.466075e-03 4.090134e-02 9.519961e-01
4.491025e-03 4.033213e-02 9.538951e-01
4.515975e-03 3.989162e-02 9.554452e-01
4.540925e-03 3.955359e-02 9.567025e-01
4.565875e-03 3.929645e-02 9.577158e-01
