t    R    T
0.000000e+00 1.000000e+00 1.359748e-46
1.000000e-04 1.000000e+00 2.159367e-27
2.000000e-04 1.000000e+00 8.744648e-27
3.000000e-04 1.000000e+00 1.845499e-26
4.000000e-04 1.000000e+00 3.176200e-26
5.000000e-04 1.000000e+00 4.860582e-26
6.000000e-04 1.000000e+00 6.921240e-26
7.000000e-04 1.000000e+00 9.315544e-26
8.000000e-04 1.000000e+00 1.215926e-25
9.000000e-04 1.000000e+00 1.532581e-25
1.000000e-03 1.000000e+00 1.879602e-25
1.100000e-03 1.000000e+00 2.268193e-25
1.200000e-03 1.000000e+00 2.693769e-25
1.300000e-03 1.000000e+00 3.157418e-25
1.400000e-03 1.000000e+00 3.662592e-25
1.500000e-03 1.000000e+00 4.216604e-25
1.600000e-03 1.000000e+00 4.998577e-25
1.700000e-03 1.000000e+00 8.429611e-25
1.800000e-03 1.000000e+00 4.541187e-24
1.900000e-03 1.000000e+00 4.827008e-23
2.000000e-03 1.000000e+00 5.389732e-22
2.100000e-03 1.000000e+00 5.699057e-21
2.200000e-03 1.000000e+00 5.647983e-20
2.300000e-03 1.000000e+00 5.239444e-19
2.400000e-03 1.000000e+00 4.547620e-18
2.500000e-03 1.000000e+00 3.691987e-17
2.600000e-03 1.000000e+00 2.802970e-16
2.700000e-03 1.000000e+00 1.989744e-15
2.800000e-03 1.000000e+00 1.320592e-14
2.900000e-03 1.000000e+00 8.194817e-14
3.000000e-03 1.000000e+00 4.754973e-13
3.100000e-03 1.000000e+00 2.580281e-12
3.200000e-03 1.000000e+00 1.309786e-11
3.300000e-03 1.000000e+00 6.221325e-11
3.400000e-03 1.000000e+00 2.766183e-10
3.500000e-03 1.000000e+00 1.151834e-09
3.600000e-03 9.999999e-01 4.494026e-09
3.700000e-03 9.999995e-01 1.643885e-08
3.800000e-03 9.999985e-01 5.641309e-08
3.900000e-03 9.999956e-01 1.817487e-07
4.000000e-03 9.999876e-01 5.501531e-07
4.100000e-03 9.999676e-01 1.565966e-06
4.200000e-03 9.999200e-01 4.195284e-06
4.300000e-03 9.998144e-01 1.058867e-05
4.400000e-03 9.995940e-01 2.520422e-05
4.500000e-03 9.991624e-01 5.664166e-05
4.600000e-03 9.983687e-01 1.203205e-04
4.700000e-03 9.969976e-01 2.418947e-04
4.800000e-03 9.947722e-01 4.608635e-04
4.900000e-03 9.913786e-01 8.332787e-04
5.000000e-03 9.865182e-01 1.431964e-03
5.100000e-03 9.799836e-01 2.342566e-03
5.200000e-03 9.717464e-01 3.654353e-03
5.300000e-03 9.620295e-01 5.446020e-03
5.400000e-03 9.513375e-01 7.768627e-03
5.500000e-03 9.404224e-01 1.062946e-02
5.600000e-03 9.301819e-01 1.398136e-02
5.700000e-03 9.215084e-01 1.772126e-02
5.800000e-03 9.151265e-01 2.169956e-02
5.900000e-03 9.114624e-01 2.573888e-02
6.000000e-03 9.105800e-01 2.965807e-02
6.100000e-03 9.121963e-01 3.329620e-02
6.200000e-03 9.157660e-01 3.653115e-02
6.300000e-03 9.206063e-01 3.928970e-02
6.400000e-03 9.260264e-01 4.154830e-02
6.500000e-03 9.314315e-01 4.332602e-02
6.600000e-03 9.363852e-01 4.467273e-02
6.700000e-03 9.406272e-01 4.565584e-02
6.800000e-03 9.440553e-01 4.634826e-02
6.900000e-03 9.466872e-01 4.681935e-02
7.000000e-03 9.486164e-01 4.712934e-02
7.100000e-03 9.499714e-01 4.732688e-02
7.200000e-03 9.508862e-01 4.744893e-02
7.300000e-03 9.514812e-01 4.752211e-02
7.400000e-03 9.518550e-01 4.756473e-02
7.500000e-03 9.520822e-01 4.758884e-02
7.600000e-03 9.522161e-01 4.760207e-02
7.700000e-03 9.522928e-01 4.760910e-02
7.800000e-03 9.523356e-01 4.761269e-02
7.900000e-03 9.523589e-01 4.761445e-02
8.000000e-03 9.523712e-01 4.761526e-02
8.100000e-03 9.523777e-01 4.761562e-02
8.200000e-03 9.523809e-01 4.761579e-02
8.300000e-03 9.523825e-01 4.761589e-02
8.400000e-03 9.523833e-01 4.761599e-02
8.500000e-03 9.523835e-01 4.761611e-02
8.600000e-03 9.523836e-01 4.761625e-02
8.700000e-03 9.523835e-01 4.761640e-02
8.800000e-03 9.523834e-01 4.761656e-02
8.900000e-03 9.523832e-01 4.761670e-02
9.000000e-03 9.523831e-01 4.761682e-02
9.100000e-03 9.523830e-01 4.761690e-02
9.200000e-03 9.523830e-01 4.761694e-02
9.300000e-03 9.523830e-01 4.761692e-02
9.400000e-03 9.523830e-01 4.761687e-02
9.500000e-03 9.523831e-01 4.761677e-02
9.600000e-03 9.523833e-01 4.761663e-02
9.700000e-03 9.523834e-01 4.761648e-02
9.800000e-03 9.523836e-01 4.761632e-02
9.900000e-03 9.523837e-01 4.761617e-02
1.000000e-02 9.523838e-01 4.761605e-02
1.010000e-02 9.523839e-01 4.761597e-02
1.020000e-02 9.523840e-01 4.761593e-02
1.030000e-02 9.523840e-01 4.761594e-02
1.040000e-02 9.523839e-01 4.761599e-02
1.050000e-02 9.523839e-01 4.761609e-02
1.060000e-02 9.523837e-01 4.761622e-02
1.070000e-02 9.523836e-01 4.761637e-02
1.080000e-02 9.523834e-01 4.761653e-02
1.090000e-02 9.523833e-01 4.761668e-02
1.100000e-02 9.523832e-01 4.761680e-02
1.110000e-02 9.523831e-01 4.761689e-02
1.120000e-02 9.523830e-01 4.761693e-02
1.130000e-02 9.523830e-01 4.761693e-02
1.140000e-02 9.523830e-01 4.761688e-02
1.150000e-02 9.523831e-01 4.761679e-02
1.160000e-02 9.523832e-01 4.761666e-02
1.170000e-02 9.523834e-01 4.761651e-02
1.180000e-02 9.523835e-01 4.761635e-02
1.190000e-02 9.523837e-01 4.761620e-02
1.200000e-02 9.523838e-01 4.761607e-02
