t    R    T
0.000000e+00 1.000000e+00 1.359748e-46
1.000000e-04 1.000000e+00 2.478787e-27
2.000000e-04 1.000000e+00 1.013169e-26
3.000000e-04 1.000000e+00 2.166565e-26
4.000000e-04 1.000000e+00 3.766504e-26
5.000000e-04 1.000000e+00 5.815687e-26
6.000000e-04 1.000000e+00 8.312207e-26
7.000000e-04 1.000000e+00 1.149939e-25
8.000000e-04 1.000000e+00 8.439352e-25
9.000000e-04 1.000000e+00 1.280209e-22
1.000000e-03 1.000000e+00 1.771376e-20
1.100000e-03 1.000000e+00 1.880387e-18
1.200000e-03 1.000000e+00 1.531600e-16
1.300000e-03 1.000000e+00 9.570502e-15
1.400000e-03 1.000000e+00 4.588209e-13
1.500000e-03 1.000000e+00 1.688352e-11
1.600000e-03 1.000000e+00 4.772736e-10
1.700000e-03 9.999999e-01 1.037824e-08
1.800000e-03 9.999990e-01 1.739028e-07
1.900000e-03 9.999894e-01 2.250708e-06
2.000000e-03 9.999096e-01 2.256433e-05
2.100000e-03 9.993996e-01 1.758637e-04
2.200000e-03 9.968781e-01 1.070288e-03
2.300000e-03 9.872110e-01 5.114050e-03
2.400000e-03 9.583983e-01 1.931603e-02
2.500000e-03 8.914626e-01 5.816730e-02
2.600000e-03 7.699173e-01 1.411925e-01
2.700000e-03 5.968948e-01 2.802188e-01
2.800000e-03 4.032187e-01 4.632300e-01
2.900000e-03 2.322101e-01 6.532650e-01
3.000000e-03 1.127265e-01 8.094778e-01
3.100000e-03 4.645542e-02 9.115117e-01
3.200000e-03 1.718590e-02 9.646737e-01
3.300000e-03 6.861562e-03 9.868572e-01
3.400000e-03 3.945375e-03 9.943017e-01
3.500000e-03 3.284412e-03 9.963195e-01
3.600000e-03 3.164153e-03 9.967630e-01
3.700000e-03 3.146771e-03 9.968423e-01
3.800000e-03 3.145014e-03 9.968536e-01
3.900000e-03 3.145135e-03 9.968547e-01
4.000000e-03 3.145373e-03 9.968546e-01
4.100000e-03 3.145532e-03 9.968545e-01
4.200000e-03 3.145610e-03 9.968544e-01
4.300000e-03 3.145634e-03 9.968544e-01
4.400000e-03 3.145613e-03 9.968544e-01
4.500000e-03 3.145535e-03 9.968544e-01
4.600000e-03 3.145375e-03 9.968545e-01
4.700000e-03 3.145122e-03 9.968547e-01
4.800000e-03 3.144808e-03 9.968550e-01
4.900000e-03 3.144502e-03 9.968554e-01
5.000000e-03 3.144265e-03 9.968556e-01
5.100000e-03 3.144119e-03 9.968558e-01
5.200000e-03 3.144049e-03 9.968559e-01
5.300000e-03 3.144026e-03 9.968560e-01
5.400000e-03 3.144038e-03 9.968560e-01
5.500000e-03 3.144096e-03 9.968559e-01
5.600000e-03 3.144227e-03 9.968558e-01
5.700000e-03 3.144452e-03 9.968555e-01
5.800000e-03 3.144753e-03 9.968552e-01
5.900000e-03 3.145071e-03 9.968549e-01
6.000000e-03 3.145336e-03 9.968547e-01
6.100000e-03 3.145511e-03 9.968545e-01
6.200000e-03 3.145602e-03 9.968544e-01
6.300000e-03 3.145633e-03 9.968544e-01
6.400000e-03 3.145620e-03 9.968544e-01
6.500000e-03 3.145553e-03 9.968544e-01
6.600000e-03 3.145408e-03 9.968545e-01
6.700000e-03 3.145169e-03 9.968547e-01
6.800000e-03 3.144861e-03 9.968550e-01
6.900000e-03 3.144549e-03 9.968553e-01
