t    R    T
2.500000e-08 1.000000e+00 1.360921e-46
2.497500e-05 1.000000e+00 3.517447e-46
4.992500e-05 1.000000e+00 9.847814e-46
7.487500e-05 1.000000e+00 1.778032e-45
9.982500e-05 1.000000e+00 2.469234e-45
1.247750e-04 1.000000e+00 2.629414e-43
1.497250e-04 1.000000e+00 2.958346e-39
1.746750e-04 1.000000e+00 6.301344e-36
1.996250e-04 1.000000e+00 3.150422e-33
2.245750e-04 1.000000e+00 3.273167e-31
2.495250e-04 1.000000e+00 4.819516e-30
2.744750e-04 1.000000e+00 2.772556e-29
2.994250e-04 1.000000e+00 6.506599e-29
3.243750e-04 1.000000e+00 9.393722e-29
3.493250e-04 1.000000e+00 1.234672e-28
3.742750e-04 1.000000e+00 1.452368e-28
3.992250e-04 1.000000e+00 1.594393e-28
4.241750e-04 1.000000e+00 1.710990e-28
4.491250e-04 1.000000e+00 1.843562e-28
4.740750e-04 1.000000e+00 2.050896e-28
4.990250e-04 1.000000e+00 2.467162e-28
5.239750e-04 1.000000e+00 2.920990e-28
5.489250e-04 1.000000e+00 3.278876e-28
5.738750e-04 1.000000e+00 3.548795e-28
5.988250e-04 1.000000e+00 3.683036e-28
6.237750e-04 1.000000e+00 3.749651e-28
6.487250e-04 1.000000e+00 3.809228e-28
6.736750e-04 1.000000e+00 3.937924e-28
6.986250e-04 1.000000e+00 4.159021e-28
7.235750e-04 1.000000e+00 4.521336e-28
7.485250e-04 1.000000e+00 4.894487e-28
7.734750e-04 1.000000e+00 5.291473e-28
7.984250e-04 1.000000e+00 5.633447e-28
8.233750e-04 1.000000e+00 5.869547e-28
8.483250e-04 1.000000e+00 6.021193e-28
8.732750e-04 1.000000e+00 6.098559e-28
8.982250e-04 1.000000e+00 6.135523e-28
9.231750e-04 1.000000e+00 6.163908e-28
9.481250e-04 1.000000e+00 6.191690e-28
9.730750e-04 1.000000e+00 6.218360e-28
9.980250e-04 1.000000e+00 6.243073e-28
1.022975e-03 1.000000e+00 6.271340e-28
1.047925e-03 1.000000e+00 6.304463e-28
1.072875e-03 1.000000e+00 6.332081e-28
