# x psi_r psi_i psi2 
-8.000000e+00  3.878728e-15 -6.866256e-15 6.219000e-29
-7.999674e+00 -3.648415e-15  1.191310e-14 1.552330e-28
-7.999349e+00 -4.798391e-15 -6.785207e-15 6.906358e-29
-7.999023e+00 -1.972690e-15  6.676974e-15 4.847348e-29
-7.998698e+00  1.204004e-14 -4.684592e-15 1.669080e-28
-7.998372e+00  4.191377e-15  1.093928e-14 1.372356e-28
-7.998047e+00 -3.577973e-15 -8.315661e-15 8.195211e-29
-7.997721e+00  9.869775e-15  1.230911e-14 2.489268e-28
-7.997396e+00 -5.706734e-15 -5.934743e-15 6.778798e-29
-7.997070e+00  5.876540e-15 -5.779510e-15 6.793646e-29
-7.996745e+00 -7.618524e-15 -1.941963e-15 6.181312e-29
-7.996419e+00  1.674653e-14  6.377907e-16 2.808532e-28
-7.996094e+00 -5.353000e-15  3.649544e-15 4.197378e-29
-7.995768e+00  7.033691e-15  3.494277e-16 4.959492e-29
-7.995443e+00 -2.324187e-14 -9.675290e-15 6.337957e-28
-7.995117e+00  5.437528e-15  1.064505e-14 1.428839e-28
-7.994792e+00 -1.136804e-14 -5.510259e-15 1.595953e-28
-7.994466e+00  6.910175e-15  6.187566e-15 8.603648e-29
-7.994141e+00 -1.304414e-16  2.928851e-15 8.595185e-30
-7.993815e+00 -3.269189e-15 -8.981045e-15 9.134676e-29
-7.993489e+00  7.609097e-15  7.904457e-15 1.203788e-28
-7.993164e+00 -1.172167e-14 -1.394178e-14 3.317710e-28
-7.992838e+00  7.792253e-15  9.156788e-15 1.445660e-28
-7.992513e+00  4.545073e-16 -1.165744e-14 1.361024e-28
-7.992187e+00 -2.806773e-15  5.973587e-15 4.356172e-29
-7.991862e+00 -7.420613e-17  7.527610e-15 5.667042e-29
-7.991536e+00  4.312800e-15 -1.094335e-14 1.383572e-28
-7.991211e+00 -1.640854e-15  1.421582e-14 2.047819e-28
-7.990885e+00  7.627368e-16 -1.176353e-14 1.389623e-28
-7.990560e+00 -9.200634e-15  7.698991e-15 1.439261e-28
-7.990234e+00  5.553772e-15 -2.613825e-15 3.767646e-29
-7.989909e+00 -1.196309e-15  2.921326e-15 9.965299e-30
-7.989583e+00  3.651268e-15 -7.578052e-15 7.075862e-29
-7.989258e+00  6.400992e-15  4.049751e-15 5.737318e-29
-7.988932e+00 -2.322386e-15  9.805038e-16 6.354866e-30
-7.988607e+00 -6.945902e-15  7.004301e-15 9.730578e-29
-7.988281e+00  9.260989e-16 -1.201822e-14 1.452954e-28
-7.987955e+00  3.083046e-15  5.778224e-15 4.289304e-29
-7.987630e+00  6.959529e-15  3.801752e-15 6.288837e-29
-7.987304e+00  3.979710e-15  6.731884e-16 1.629127e-29
-7.986979e+00  9.441026e-15 -4.005028e-15 1.051732e-28
