# x psi_r psi_i psi2 
-8.000000e+00  9.480018e-15 -5.497202e-15 1.200900e-28
-7.999674e+00 -6.769043e-15  5.105192e-15 7.188293e-29
-7.999349e+00  2.237129e-15 -7.305485e-15 5.837485e-29
-7.999023e+00 -1.058784e-15  1.761330e-14 3.113494e-28
-7.998698e+00  2.709952e-15 -1.494628e-14 2.307350e-28
-7.998372e+00 -4.213545e-18  1.710595e-14 2.926135e-28
-7.998047e+00 -4.750994e-15 -1.595958e-14 2.772800e-28
-7.997721e+00  1.008017e-14  1.380378e-14 2.921542e-28
-7.997396e+00 -7.858827e-15 -4.866066e-15 8.543976e-29
-7.997070e+00  5.588038e-15  1.051173e-14 1.417226e-28
-7.996745e+00 -8.086248e-15 -1.420184e-14 2.670795e-28
-7.996419e+00  1.414145e-15  6.222042e-15 4.071361e-29
-7.996094e+00  8.418157e-15  1.657279e-15 7.361195e-29
-7.995768e+00 -2.257753e-14  4.523750e-15 5.302092e-28
-7.995443e+00  1.462359e-14 -3.353604e-15 2.250961e-28
-7.995117e+00 -5.215365e-15 -1.497613e-15 2.944287e-29
-7.994792e+00  1.412849e-14  4.277333e-16 1.997971e-28
-7.994466e+00 -1.315384e-14 -2.261791e-15 1.781392e-28
-7.994141e+00  1.624508e-14 -4.357341e-15 2.828890e-28
-7.993815e+00 -1.407720e-14  4.009358e-15 2.142426e-28
-7.993489e+00  1.923359e-14 -8.251013e-15 4.380102e-28
-7.993164e+00 -2.169873e-14 -3.564205e-15 4.835383e-28
-7.992838e+00  1.652830e-14 -2.957205e-15 2.819298e-28
-7.992513e+00 -1.608216e-14  2.682394e-15 2.658311e-28
-7.992187e+00  9.911988e-15  4.981320e-16 9.849564e-29
-7.991862e+00 -9.417220e-15 -4.094902e-15 1.054523e-28
-7.991536e+00  7.565906e-15  8.015177e-15 1.214860e-28
-7.991211e+00 -1.573460e-14 -4.234538e-15 2.655091e-28
-7.990885e+00  1.446390e-14  7.420244e-15 2.642645e-28
-7.990560e+00  1.780735e-15  4.439813e-15 2.288295e-29
-7.990234e+00 -7.904666e-15 -4.866079e-15 8.616248e-29
