# x psi_r psi_i psi2 
 7.586417e-01 -1.825268e-03 -7.794192e-03 6.408103e-05
 7.589673e-01 -1.315317e-03  1.176240e-03 3.113601e-06
 7.592928e-01  2.666880e-03  4.057737e-03 2.357748e-05
 7.596183e-01 -4.456051e-03 -9.900541e-03 1.178771e-04
 7.599438e-01  3.772444e-03  1.077475e-02 1.303266e-04
 7.602694e-01 -2.897194e-03 -1.038484e-02 1.162386e-04
 7.605949e-01  3.307106e-04  4.721638e-03 2.240323e-05
 7.609204e-01  1.692223e-03  2.228405e-04 2.913276e-06
 7.612460e-01 -3.676650e-03 -7.308752e-03 6.693561e-05
 7.615715e-01  4.227810e-03  9.916352e-03 1.162084e-04
 7.618970e-01 -3.624080e-03 -1.176215e-02 1.514821e-04
 7.622225e-01  1.948972e-03  7.736932e-03 6.365861e-05
 7.625481e-01  5.324638e-04 -3.621537e-03 1.339905e-05
 7.628736e-01 -2.466411e-03 -3.856686e-03 2.095721e-05
 7.631991e-01  4.203678e-03  7.930561e-03 8.056471e-05
 7.635246e-01 -3.928568e-03 -1.176369e-02 1.538180e-04
 7.638502e-01  3.346901e-03  9.877113e-03 1.087591e-04
 7.641757e-01 -6.856718e-04 -7.029027e-03 4.987737e-05
 7.645012e-01 -9.714826e-04  5.914608e-05 9.472767e-07
 7.648268e-01  3.695857e-03  5.048237e-03 3.914406e-05
 7.651523e-01 -3.782871e-03 -1.038836e-02 1.222281e-04
 7.654778e-01  4.356517e-03  1.089564e-02 1.376942e-04
 7.658033e-01 -1.829352e-03 -9.606366e-03 9.562879e-05
 7.661289e-01  6.288892e-04  3.986034e-03 1.628397e-05
 7.664544e-01  2.755614e-03  1.601006e-03 1.015663e-05
 7.667799e-01 -3.210948e-03 -7.796735e-03 7.109926e-05
 7.671055e-01  4.854780e-03  1.067275e-02 1.374764e-04
 7.674310e-01 -2.773867e-03 -1.105886e-02 1.299928e-04
 7.677565e-01  2.144032e-03  7.467343e-03 6.035809e-05
 7.680820e-01  1.484822e-03 -2.016942e-03 6.272749e-06
 7.684076e-01 -2.284686e-03 -4.292371e-03 2.364424e-05
 7.687331e-01  4.778761e-03  9.229499e-03 1.080202e-04
 7.690586e-01 -3.415960e-03 -1.122408e-02 1.376488e-04
 7.693841e-01  3.394770e-03  1.009563e-02 1.134463e-04
 7.697097e-01  2.518751e-05 -5.393886e-03 2.909464e-05
 7.700352e-01 -1.114710e-03 -2.861742e-04 1.324475e-06
 7.703607e-01  4.133754e-03  6.725990e-03 6.232687e-05
 7.706863e-01 -3.684867e-03 -1.008992e-02 1.153847e-04
 7.710118e-01  4.234803e-03  1.156044e-02 1.515773e-04
 7.713373e-01 -1.457328e-03 -8.147299e-03 6.850228e-05
 7.716628e-01  1.630049e-04  3.751892e-03 1.410326e-05
 7.719884e-01  2.993240e-03  3.443745e-03 2.081887e-05
 7.723139e-01 -3.549928e-03 -7.794997e-03 7.336396e-05
 7.726394e-01  4.567973e-03  1.168510e-02 1.574080e-04
 7.729649e-01 -2.791237e-03 -9.966968e-03 1.071315e-04
 7.732905e-01  1.403064e-03  7.348125e-03 5.596353e-05
 7.736160e-01  1.490629e-03 -2.456932e-04 2.282339e-06
 7.739415e-01 -3.023997e-03 -4.611585e-03 3.041128e-05
 7.742671e-01  4.359345e-03  1.044827e-02 1.281702e-04
 7.745926e-01 -3.819304e-03 -1.064969e-02 1.280030e-04
 7.749181e-01  2.467232e-03  1.008088e-02 1.077115e-04
 7.752436e-01 -1.963183e-04 -3.922565e-03 1.542506e-05
 7.755692e-01 -2.162258e-03 -9.130588e-04 5.509036e-06
 7.758947e-01  3.638825e-03  7.987398e-03 7.703957e-05
 7.762202e-01 -4.417102e-03 -1.012170e-02 1.219597e-04
 7.765457e-01  3.239775e-03  1.163025e-02 1.457590e-04
 7.768713e-01 -1.866581e-03 -7.166400e-03 5.484142e-05
 7.771968e-01 -1.056590e-03  2.870116e-03 9.353948e-06
 7.775223e-01  2.496917e-03  4.583752e-03 2.724537e-05
 7.778479e-01 -4.508170e-03 -8.446376e-03 9.166487e-05
 7.781734e-01  3.639854e-03  1.181570e-02 1.528593e-04
 7.784989e-01 -3.319967e-03 -9.603900e-03 1.032571e-04
 7.788244e-01  1.739893e-04  6.300664e-03 3.972864e-05
 7.791500e-01  1.073248e-03  6.304055e-04 1.549272e-06
 7.794755e-01 -4.073902e-03 -5.816475e-03 5.042806e-05
 7.798010e-01  3.629676e-03  1.061725e-02 1.259005e-04
 7.801265e-01 -4.381310e-03 -1.095177e-02 1.391371e-04
 7.804521e-01  1.395828e-03  8.985154e-03 8.268133e-05
 7.807776e-01 -4.607059e-04 -3.413045e-03 1.186113e-05
 7.811031e-01 -3.156886e-03 -2.531903e-03 1.637646e-05
 7.814287e-01  3.217630e-03  8.177670e-03 7.722742e-05
 7.817542e-01 -4.921799e-03 -1.104960e-02 1.463178e-04
 7.820797e-01  2.474831e-03  1.061913e-02 1.188907e-04
 7.824052e-01 -1.922503e-03 -7.073926e-03 5.373644e-05
 7.827308e-01 -1.857124e-03  1.034459e-03 4.519017e-06
 7.830563e-01  2.456216e-03  4.785449e-03 2.893351e-05
 7.833818e-01 -4.874846e-03 -9.879037e-03 1.213595e-04
 7.837074e-01  3.290882e-03  1.102153e-02 1.323039e-04
 7.840329e-01 -3.140670e-03 -9.921841e-03 1.083067e-04
 7.843584e-01 -3.214116e-04  4.478946e-03 2.016426e-05
 7.846839e-01  1.435186e-03  8.405250e-04 2.766240e-06
 7.850095e-01 -4.244472e-03 -7.566862e-03 7.527295e-05
 7.853350e-01  3.750985e-03  1.015453e-02 1.171843e-04
 7.856605e-01 -3.974999e-03 -1.161947e-02 1.508126e-04
 7.859860e-01  1.273065e-03  7.412552e-03 5.656662e-05
 7.863116e-01  2.708080e-04 -3.193066e-03 1.026901e-05
 7.866371e-01 -3.105149e-03 -4.371579e-03 2.875265e-05
 7.869626e-01  3.799744e-03  8.126664e-03 8.048072e-05
 7.872882e-01 -4.332792e-03 -1.196274e-02 1.618802e-04
 7.876137e-01  2.739082e-03  9.504573e-03 9.783948e-05
 7.879392e-01 -9.074318e-04 -6.842043e-03 4.763699e-05
 7.882647e-01 -1.593042e-03 -6.548247e-04 2.966578e-06
 7.885903e-01  3.426002e-03  5.179024e-03 3.855977e-05
 7.889158e-01 -4.179139e-03 -1.090564e-02 1.363982e-04
 7.892413e-01  3.901392e-03  1.051957e-02 1.258823e-04
 7.895668e-01 -1.971157e-03 -9.679685e-03 9.758177e-05
 7.898924e-01  1.103173e-04  3.159254e-03 9.993054e-06
 7.902179e-01  2.664861e-03  1.656333e-03 9.844926e-06
 7.905434e-01 -3.540086e-03 -8.566535e-03 8.591774e-05
 7.908690e-01  4.617786e-03  1.034359e-02 1.283138e-04
 7.911945e-01 -2.806876e-03 -1.137598e-02 1.372915e-04
 7.915200e-01  1.799975e-03  6.632159e-03 4.722544e-05
 7.918455e-01  1.594767e-03 -2.033578e-03 6.678720e-06
 7.921711e-01 -2.498456e-03 -5.215111e-03 3.343967e-05
 7.924966e-01  4.796670e-03  8.996749e-03 1.039495e-04
 7.928221e-01 -3.327760e-03 -1.173617e-02 1.488117e-04
 7.931476e-01  3.272441e-03  9.361297e-03 9.834274e-05
 7.934732e-01  3.298084e-04 -5.467129e-03 2.999827e-05
 7.937987e-01 -1.182951e-03 -1.241427e-03 2.940512e-06
 7.941242e-01  4.408968e-03  6.630840e-03 6.340704e-05
 7.944498e-01 -3.482251e-03 -1.072320e-02 1.271132e-04
 7.947753e-01  4.350458e-03  1.102660e-02 1.405125e-04
 7.951008e-01 -9.920437e-04 -8.253629e-03 6.910655e-05
 7.954263e-01  2.479920e-04  2.889501e-03 8.410716e-06
 7.957519e-01  3.492759e-03  3.512272e-03 2.453542e-05
 7.960774e-01 -3.258709e-03 -8.461399e-03 8.221445e-05
 7.964029e-01  4.904621e-03  1.142815e-02 1.546579e-04
 7.967284e-01 -2.223635e-03 -1.007963e-02 1.065434e-04
 7.970540e-01  1.625547e-03  6.692227e-03 4.742830e-05
 7.973795e-01  2.149944e-03 -7.765735e-06 4.622319e-06
 7.977050e-01 -2.685767e-03 -5.221105e-03 3.447328e-05
 7.980306e-01  4.869140e-03  1.051030e-02 1.341750e-04
 7.983561e-01 -3.224741e-03 -1.074392e-02 1.258309e-04
 7.986816e-01  2.790639e-03  9.718141e-03 1.022299e-04
 7.990071e-01  5.351324e-04 -3.532577e-03 1.276547e-05
 7.993327e-01 -1.828510e-03 -1.386138e-03 5.264828e-06
 7.996582e-01  4.249822e-03  8.369496e-03 8.810945e-05
 7.999837e-01 -3.877880e-03 -1.017941e-02 1.186583e-04
 8.003093e-01  3.612435e-03  1.160867e-02 1.478110e-04
 8.006348e-01 -1.162054e-03 -6.664317e-03 4.576350e-05
 8.009603e-01 -7.810089e-04  2.591977e-03 7.328319e-06
 8.012858e-01  3.123249e-03  5.244536e-03 3.725984e-05
 8.016114e-01 -4.102076e-03 -8.459350e-03 8.838764e-05
 8.019369e-01  4.003025e-03  1.213810e-02 1.633577e-04
 8.022624e-01 -2.739272e-03 -9.048542e-03 8.937971e-05
 8.025879e-01  3.439244e-04  6.247478e-03 3.914926e-05
 8.029135e-01  1.627270e-03  1.490322e-03 4.869067e-06
 8.032390e-01 -3.862956e-03 -5.787689e-03 4.841977e-05
 8.035645e-01  3.926631e-03  1.124078e-02 1.417735e-04
 8.038901e-01 -4.005716e-03 -1.041399e-02 1.244970e-04
 8.042156e-01  1.426635e-03  9.155186e-03 8.585272e-05
 8.045411e-01 -5.602114e-05 -2.462165e-03 6.065393e-06
 8.048666e-01 -3.177926e-03 -2.474605e-03 1.622288e-05
 8.051922e-01  3.402416e-03  9.019481e-03 9.292747e-05
 8.055177e-01 -4.805421e-03 -1.060324e-02 1.355207e-04
 8.058432e-01  2.352979e-03  1.098016e-02 1.261005e-04
 8.061687e-01 -1.722689e-03 -6.155158e-03 4.085363e-05
 8.064943e-01 -2.115656e-03  1.099652e-03 5.685234e-06
 8.068198e-01  2.500747e-03  5.733783e-03 3.913000e-05
 8.071453e-01 -5.036733e-03 -9.590697e-03 1.173501e-04
 8.074709e-01  3.025897e-03  1.151637e-02 1.417828e-04
 8.077964e-01 -3.171969e-03 -9.157067e-03 9.391327e-05
 8.081219e-01 -7.897132e-04  4.528429e-03 2.113031e-05
 8.084474e-01  1.333577e-03  1.769712e-03 4.910307e-06
 8.087730e-01 -4.665485e-03 -7.486075e-03 7.780807e-05
 8.090985e-01  3.375120e-03  1.070986e-02 1.260925e-04
 8.094240e-01 -4.230759e-03 -1.111299e-02 1.413980e-04
 8.097495e-01  6.531538e-04  7.424810e-03 5.555442e-05
 8.100751e-01  4.026788e-05 -2.405724e-03 5.789131e-06
 8.104006e-01 -3.730126e-03 -4.522684e-03 3.436851e-05
 8.107261e-01  3.364116e-03  8.663893e-03 8.638031e-05
 8.110517e-01 -4.774576e-03 -1.178689e-02 1.617273e-04
 8.113772e-01  2.048948e-03  9.465016e-03 9.378471e-05
 8.117027e-01 -1.229286e-03 -6.299802e-03 4.119866e-05
 8.120282e-01 -2.338038e-03 -1.031908e-03 6.531258e-06
 8.123538e-01  2.993645e-03  5.625545e-03 4.060867e-05
 8.126793e-01 -4.742375e-03 -1.109030e-02 1.454849e-04
 8.130048e-01  3.234887e-03  1.042422e-02 1.191288e-04
 8.133303e-01 -2.332179e-03 -9.452550e-03 9.478975e-05
 8.136559e-01 -6.533218e-04  2.593447e-03 7.152796e-06
 8.139814e-01  2.301650e-03  1.955548e-03 9.121762e-06
 8.143069e-01 -4.143460e-03 -9.094209e-03 9.987291e-05
 8.146325e-01  4.068360e-03  1.020088e-02 1.206095e-04
 8.149580e-01 -3.148564e-03 -1.149143e-02 1.419665e-04
 8.152835e-01  1.122575e-03  5.942948e-03 3.657881e-05
 8.156090e-01  1.359492e-03 -1.914883e-03 5.514995e-06
 8.159346e-01 -3.055669e-03 -6.022276e-03 4.560493e-05
 8.162601e-01  4.444171e-03  8.827048e-03 9.766743e-05
 8.165856e-01 -3.594479e-03 -1.217571e-02 1.611683e-04
 8.169112e-01  2.775090e-03  8.634634e-03 8.225802e-05
 8.172367e-01  2.649032e-04 -5.535034e-03 3.070677e-05
 8.175622e-01 -1.615151e-03 -2.226141e-03 7.564416e-06
 8.178877e-01  4.307976e-03  6.463627e-03 6.033714e-05
 8.182133e-01 -3.630064e-03 -1.142513e-02 1.437111e-04
 8.185388e-01  4.102730e-03  1.035831e-02 1.241269e-04
 8.188643e-01 -8.676966e-04 -8.487406e-03 7.278896e-05
 8.191898e-01  9.107160e-07  1.854632e-03 3.439662e-06
 8.195154e-01  3.664183e-03  3.381365e-03 2.485986e-05
 8.198409e-01 -3.262458e-03 -9.329488e-03 9.768298e-05
 8.201664e-01  4.941946e-03  1.091116e-02 1.434763e-04
 8.204920e-01 -1.918639e-03 -1.043596e-02 1.125904e-04
 8.208175e-01  1.596414e-03  5.743387e-03 3.553504e-05
 8.211430e-01  2.577150e-03 -7.019550e-05 6.646629e-06
 8.214685e-01 -2.543264e-03 -6.137876e-03 4.414171e-05
 8.217941e-01  5.187612e-03  1.022168e-02 1.313940e-04
 8.221196e-01 -2.775139e-03 -1.116427e-02 1.323423e-04
 8.224451e-01  2.980474e-03  8.982146e-03 8.956217e-05
 8.227706e-01  1.165299e-03 -3.502210e-03 1.362340e-05
 8.230962e-01 -1.561154e-03 -2.228966e-03 7.405494e-06
 8.234217e-01  4.806476e-03  8.358950e-03 9.297426e-05
 8.237472e-01 -3.342978e-03 -1.059934e-02 1.235215e-04
 8.240728e-01  3.990566e-03  1.118577e-02 1.410461e-04
 8.243983e-01 -4.114260e-04 -6.530041e-03 4.281070e-05
 8.247238e-01 -4.306924e-04  1.934198e-03 3.926616e-06
 8.250493e-01  3.841839e-03  5.526247e-03 4.529913e-05
 8.253749e-01 -3.556598e-03 -8.818380e-03 9.041322e-05
 8.257004e-01  4.511823e-03  1.208809e-02 1.664784e-04
 8.260259e-01 -1.969486e-03 -8.815944e-03 8.159973e-05
 8.263514e-01  7.211900e-04  5.859411e-03 3.485281e-05
 8.266770e-01  2.408757e-03  2.039312e-03 9.960903e-06
 8.270025e-01 -3.386579e-03 -6.038096e-03 4.792752e-05
 8.273280e-01  4.490157e-03  1.157439e-02 1.541280e-04
 8.276536e-01 -3.323078e-03 -1.010627e-02 1.131796e-04
 8.279791e-01  1.769429e-03  9.083895e-03 8.564803e-05
 8.283046e-01  6.802954e-04 -1.708358e-03 3.381290e-06
 8.286301e-01 -2.843653e-03 -2.587975e-03 1.478398e-05
 8.289557e-01  3.937694e-03  9.696329e-03 1.095242e-04
 8.292812e-01 -4.306416e-03 -1.025917e-02 1.237957e-04
 8.296067e-01  2.604179e-03  1.122923e-02 1.328775e-04
 8.299322e-01 -1.133534e-03 -5.289512e-03 2.926384e-05
 8.302578e-01 -1.978732e-03  1.129111e-03 5.190273e-06
 8.305833e-01  2.929999e-03  6.667177e-03 5.303615e-05
 8.309088e-01 -4.794253e-03 -9.259774e-03 1.087283e-04
 8.312344e-01  3.141890e-03  1.204608e-02 1.549796e-04
 8.315599e-01 -2.811567e-03 -8.291560e-03 7.665487e-05
 8.318854e-01 -8.787458e-04  4.684198e-03 2.271391e-05
 8.322109e-01  1.595610e-03  2.837841e-03 1.059931e-05
 8.325365e-01 -4.718100e-03 -7.221455e-03 7.440988e-05
 8.328620e-01  3.333060e-03  1.144331e-02 1.420586e-04
 8.331875e-01 -4.148808e-03 -1.036398e-02 1.246247e-04
 8.335131e-01  3.414630e-04  7.671831e-03 5.897359e-05
 8.338386e-01  9.934621e-05 -1.343725e-03 1.815466e-06
 8.341641e-01 -4.075983e-03 -4.372892e-03 3.573582e-05
 8.344896e-01  3.166043e-03  9.498133e-03 1.002384e-04
 8.348152e-01 -4.981844e-03 -1.125928e-02 1.515902e-04
 8.351407e-01  1.550547e-03  9.756218e-03 9.758798e-05
 8.354662e-01 -1.378405e-03 -5.385023e-03 3.089847e-05
 8.357917e-01 -2.934346e-03 -1.032611e-03 9.676673e-06
 8.361173e-01  2.666774e-03  6.446162e-03 4.866468e-05
 8.364428e-01 -5.209162e-03 -1.086275e-02 1.451348e-04
 8.367683e-01  2.614332e-03  1.070869e-02 1.215109e-04
 8.370939e-01 -2.663764e-03 -8.807277e-03 8.466377e-05
 8.374194e-01 -1.421615e-03  2.426296e-03 7.907900e-06
 8.377449e-01  1.894685e-03  2.652568e-03 1.062595e-05
 8.380704e-01 -4.803773e-03 -9.207360e-03 1.078517e-04
 8.383960e-01  3.410421e-03  1.043236e-02 1.204652e-04
 8.387215e-01 -3.610042e-03 -1.120252e-02 1.385289e-04
 8.390470e-01  2.860437e-04  5.617373e-03 3.163670e-05
 8.393725e-01  9.354699e-04 -1.431980e-03 2.925670e-06
 8.396981e-01 -3.816556e-03 -6.471881e-03 5.645134e-05
 8.400236e-01  3.842173e-03  8.971307e-03 9.524665e-05
 8.403491e-01 -4.114547e-03 -1.228264e-02 1.677928e-04
 8.406747e-01  1.985205e-03  8.183459e-03 7.091004e-05
 8.410002e-01 -1.083998e-04 -5.325291e-03 2.837047e-05
 8.413257e-01 -2.369854e-03 -2.962158e-03 1.439059e-05
 8.416512e-01  3.850499e-03  6.503628e-03 5.712352e-05
 8.419768e-01 -4.129555e-03 -1.191446e-02 1.590075e-04
 8.423023e-01  3.469560e-03  9.836176e-03 1.087882e-04
 8.426278e-01 -1.128357e-03 -8.570981e-03 7.473491e-05
 8.429533e-01 -6.421617e-04  9.226404e-04 1.263637e-06
 8.432789e-01  3.422010e-03  3.319394e-03 2.272853e-05
 8.436044e-01 -3.666314e-03 -1.013643e-02 1.161891e-04
 8.439299e-01  4.555228e-03  1.038795e-02 1.286597e-04
 8.442555e-01 -2.020540e-03 -1.079230e-02 1.205562e-04
 8.445810e-01  1.154189e-03  4.735102e-03 2.375335e-05
 8.449065e-01  2.592401e-03 -2.137191e-04 6.766217e-06
 8.452320e-01 -2.791819e-03 -7.154966e-03 5.898780e-05
 8.455576e-01  5.103874e-03  9.773095e-03 1.215629e-04
 8.458831e-01 -2.695723e-03 -1.173601e-02 1.450009e-04
 8.462086e-01  2.799498e-03  8.030966e-03 7.233360e-05
 8.465341e-01  1.444402e-03 -3.692985e-03 1.572443e-05
 8.468597e-01 -1.619034e-03 -3.320476e-03 1.364683e-05
 8.471852e-01  5.040670e-03  8.055586e-03 9.030082e-05
 8.475107e-01 -3.087530e-03 -1.130129e-02 1.372519e-04
 8.478363e-01  4.093978e-03  1.042094e-02 1.253566e-04
 8.481618e-01  1.002195e-04 -6.726426e-03 4.525485e-05
 8.484873e-01 -2.919810e-04  9.138951e-04 9.204571e-07
 8.488128e-01  4.364732e-03  5.422672e-03 4.845626e-05
 8.491384e-01 -3.158311e-03 -9.550149e-03 1.011803e-04
 8.494639e-01  4.882391e-03  1.161690e-02 1.587901e-04
 8.497894e-01 -1.290959e-03 -8.976672e-03 8.224721e-05
 8.501150e-01  1.032278e-03  5.046117e-03 2.652890e-05
 8.504405e-01  3.150535e-03  2.164863e-03 1.461250e-05
 8.507660e-01 -2.902265e-03 -6.698608e-03 5.329449e-05
 8.510915e-01  5.072956e-03  1.146697e-02 1.572264e-04
 8.514171e-01 -2.569219e-03 -1.019800e-02 1.106002e-04
 8.517426e-01  2.202467e-03  8.585197e-03 7.855647e-05
 8.520681e-01  1.539941e-03 -1.355589e-03 4.209039e-06
 8.523936e-01 -2.345665e-03 -3.089632e-03 1.504797e-05
 8.527192e-01  4.648167e-03  9.975143e-03 1.211089e-04
 8.530447e-01 -3.582198e-03 -1.026259e-02 1.181529e-04
 8.533702e-01  3.090435e-03  1.110998e-02 1.329825e-04
 8.536958e-01 -2.743581e-04 -4.744398e-03 2.258458e-05
 8.540213e-01 -1.544223e-03  8.485482e-04 3.104658e-06
 8.543468e-01  3.666235e-03  7.302844e-03 6.677281e-05
 8.546723e-01 -4.203334e-03 -9.173234e-03 1.018162e-04
 8.549979e-01  3.605002e-03  1.231973e-02 1.647717e-04
 8.553234e-01 -2.072047e-03 -7.618876e-03 6.234065e-05
 8.556489e-01 -5.778680e-04  4.653687e-03 2.199073e-05
 8.559744e-01  2.253048e-03  3.752030e-03 1.915396e-05
 8.563000e-01 -4.347883e-03 -7.061404e-03 6.876751e-05
 8.566255e-01  3.700855e-03  1.207031e-02 1.593886e-04
 8.569510e-01 -3.632235e-03 -9.650744e-03 1.063300e-04
 8.572766e-01  4.566375e-04  7.884120e-03 6.236786e-05
 8.576021e-01  5.857782e-04 -2.686119e-04 4.152885e-07
 8.579276e-01 -3.984645e-03 -4.171136e-03 3.327578e-05
 8.582531e-01  3.381682e-03  1.039160e-02 1.194212e-04
 8.585787e-01 -4.760987e-03 -1.060340e-02 1.350991e-04
 8.589042e-01  1.454662e-03  1.017020e-02 1.055491e-04
 8.592297e-01 -1.129711e-03 -4.290560e-03 1.968516e-05
 8.595552e-01 -3.141772e-03 -8.307221e-04 1.056083e-05
 8.598808e-01  2.697517e-03  7.484001e-03 6.328688e-05
 8.602063e-01 -5.315836e-03 -1.035947e-02 1.355767e-04
 8.605318e-01  2.313538e-03  1.125658e-02 1.320632e-04
 8.608574e-01 -2.684702e-03 -7.840124e-03 6.867517e-05
 8.611829e-01 -1.905627e-03  2.584453e-03 1.031081e-05
 8.615084e-01  1.736922e-03  3.694337e-03 1.666502e-05
 8.618339e-01 -5.224146e-03 -8.935375e-03 1.071326e-04
 8.621595e-01  2.942481e-03  1.103044e-02 1.303289e-04
 8.624850e-01 -3.893427e-03 -1.049448e-02 1.252929e-04
 8.628105e-01 -4.125311e-04  5.693754e-03 3.258902e-05
 8.631361e-01  6.152363e-04 -5.257843e-04 6.549648e-07
 8.634616e-01 -4.492874e-03 -6.481206e-03 6.219195e-05
 8.637871e-01  3.271739e-03  9.532672e-03 1.015761e-04
 8.641126e-01 -4.615556e-03 -1.193244e-02 1.636864e-04
 8.644382e-01  1.165949e-03  8.153202e-03 6.783414e-05
 8.647637e-01 -5.395078e-04 -4.674229e-03 2.213949e-05
 8.650892e-01 -3.208407e-03 -3.265531e-03 2.095756e-05
 8.654147e-01  3.260141e-03  6.950910e-03 5.894367e-05
 8.657403e-01 -4.772634e-03 -1.197374e-02 1.661486e-04
 8.660658e-01  2.642618e-03  9.692913e-03 1.009360e-04
 8.663913e-01 -1.601249e-03 -8.258588e-03 7.076827e-05
 8.667169e-01 -1.526369e-03  3.533493e-04 2.454660e-06
 8.670424e-01  2.900248e-03  3.595636e-03 2.134003e-05
 8.673679e-01 -4.356485e-03 -1.060210e-02 1.313835e-04
 8.676934e-01  3.836959e-03  1.014609e-02 1.176653e-04
 8.680190e-01 -2.459448e-03 -1.085511e-02 1.238822e-04
 8.683445e-01  3.473975e-04  3.966747e-03 1.585576e-05
 8.686700e-01  2.220474e-03 -1.376143e-04 4.949444e-06
 8.689955e-01 -3.428722e-03 -7.968851e-03 7.525872e-05
 8.693211e-01  4.597465e-03  9.466545e-03 1.107522e-04
 8.696466e-01 -3.030094e-03 -1.215919e-02 1.570275e-04
 8.699721e-01  2.182345e-03  7.161320e-03 5.604714e-05
 8.702977e-01  1.283755e-03 -3.815226e-03 1.620398e-05
 8.706232e-01 -2.111607e-03 -4.376656e-03 2.361400e-05
 8.709487e-01  4.821177e-03  7.733051e-03 8.304383e-05
 8.712742e-01 -3.263164e-03 -1.202140e-02 1.551622e-04
 8.715998e-01  3.751998e-03  9.566135e-03 1.055884e-04
 8.719253e-01  1.826112e-04 -7.016047e-03 4.925826e-05
 8.722508e-01 -5.716336e-04 -2.448408e-04 3.867120e-07
 8.725763e-01  4.467892e-03  5.140092e-03 4.638260e-05
 8.729019e-01 -3.145992e-03 -1.046458e-02 1.194047e-04
 8.732274e-01  4.862366e-03  1.089573e-02 1.423595e-04
 8.735529e-01 -9.691512e-04 -9.379567e-03 8.891554e-05
 8.738785e-01  1.001928e-03  3.939639e-03 1.652461e-05
 8.742040e-01  3.567024e-03  1.976210e-03 1.662906e-05
 8.745295e-01 -2.702541e-03 -7.680302e-03 6.629077e-05
 8.748550e-01  5.376347e-03  1.098419e-02 1.495576e-04
 8.751806e-01 -2.047530e-03 -1.064624e-02 1.175347e-04
 8.755061e-01  2.420704e-03  7.679867e-03 6.484017e-05
 8.758316e-01  2.215984e-03 -1.407715e-03 6.892246e-06
 8.761571e-01 -1.988991e-03 -4.004948e-03 1.999569e-05
 8.764827e-01  5.230996e-03  9.806187e-03 1.235246e-04
 8.768082e-01 -2.931231e-03 -1.068544e-02 1.227707e-04
 8.771337e-01  3.520079e-03  1.052841e-02 1.232384e-04
 8.774593e-01  5.700038e-04 -4.636813e-03 2.182494e-05
 8.777848e-01 -1.086413e-03  1.213488e-04 1.195018e-06
 8.781103e-01  4.445426e-03  7.482131e-03 7.574410e-05
 8.784358e-01 -3.515124e-03 -9.508219e-03 1.027623e-04
 8.787614e-01  4.178424e-03  1.214135e-02 1.648716e-04
 8.790869e-01 -1.175618e-03 -7.353095e-03 5.545008e-05
 8.794124e-01 -9.152570e-05  4.207936e-03 1.771511e-05
 8.797380e-01  3.118328e-03  4.266719e-03 2.792885e-05
 8.800635e-01 -3.722796e-03 -7.263606e-03 6.661917e-05
 8.803890e-01  4.330432e-03  1.232031e-02 1.705426e-04
 8.807145e-01 -2.808818e-03 -9.254497e-03 9.353517e-05
 8.810401e-01  8.934177e-04  7.772505e-03 6.121002e-05
 8.813656e-01  1.415412e-03  5.216151e-04 2.275472e-06
 8.816911e-01 -3.516688e-03 -4.219375e-03 3.017022e-05
 8.820166e-01  3.973094e-03  1.103727e-02 1.376067e-04
 8.823422e-01 -4.126827e-03 -1.012794e-02 1.196059e-04
 8.826677e-01  1.770580e-03  1.039843e-02 1.112623e-04
 8.829932e-01 -4.515966e-04 -3.324770e-03 1.125803e-05
 8.833188e-01 -2.904471e-03 -7.297529e-04 8.968489e-06
 8.836443e-01  3.163881e-03  8.438985e-03 8.122662e-05
 8.839698e-01 -4.961745e-03 -9.872900e-03 1.220931e-04
 8.842953e-01  2.455458e-03  1.178372e-02 1.448853e-04
 8.846209e-01 -2.251711e-03 -6.826070e-03 5.166543e-05
 8.849464e-01 -1.940596e-03  2.805975e-03 1.163941e-05
 8.852719e-01  2.011636e-03  4.830353e-03 2.737899e-05
 8.855974e-01 -5.202342e-03 -8.512867e-03 9.953326e-05
 8.859230e-01  2.884097e-03  1.177578e-02 1.469870e-04
 8.862485e-01 -3.763746e-03 -9.569776e-03 1.057464e-04
 8.865740e-01 -7.224947e-04  5.989077e-03 3.639104e-05
 8.868996e-01  6.616332e-04  6.384978e-04 8.454379e-07
 8.872251e-01 -4.809203e-03 -6.193508e-03 6.148798e-05
 8.875506e-01  3.018152e-03  1.038798e-02 1.170193e-04
 8.878761e-01 -4.803951e-03 -1.122607e-02 1.491026e-04
 8.882017e-01  6.185402e-04  8.466024e-03 7.205615e-05
 8.885272e-01 -7.231248e-04 -3.638070e-03 1.375846e-05
 8.888527e-01 -3.821110e-03 -3.167528e-03 2.463412e-05
 8.891782e-01  2.847572e-03  7.796239e-03 6.889001e-05
 8.895038e-01 -5.248710e-03 -1.158786e-02 1.618275e-04
 8.898293e-01  1.931044e-03  9.967207e-03 1.030741e-04
 8.901548e-01 -1.981895e-03 -7.489211e-03 6.001618e-05
 8.904804e-01 -2.351629e-03  2.322251e-04 5.584085e-06
 8.908059e-01  2.390877e-03  4.316369e-03 2.434733e-05
 8.911314e-01 -5.049433e-03 -1.059711e-02 1.377956e-04
